name	drugbank-id	type	atc	cas	rxcui	unii	uniprot_kb	drugbank-id-2	synonyms	InChI
Chlorotoxin	DB15210	biotech		163515-35-3		06UV5RFW57			TM 601 | TM-601 | TM601 peptide	
Duvortuxizumab	DB15211	biotech		1831098-91-9		J545GSE96Y			Duvortuxizumab	
Pemafibrate	DB15212	small molecule		848259-27-8		17VGG92R23			Pemafibrate	ZHKNLJLMDFQVHJ-RUZDIDTESA-N
25-desacetylrifapentine	DB15213	small molecule		79039-56-8		29A0K44SJO			25-DESACETYL RIFAPENTINE	LPUNEQQTZOWCNO-WEOUFWGLSA-N
BMS-986104	DB15214	small molecule		1622180-31-7		KJ9D084FO4				BPMMYKAHRIEVDH-VOQZNFBZSA-N
KRN-5500	DB15215	small molecule		151276-95-8		8VH13L5K20			6-[4-Deoxy-4-[(2E,4E)-tetradecadienoylglycyl]amino-L-glycero-B-L-manno-heptopyranosyl]amino-9H-purine	LQIPDFIUPOYMPR-BKYURJJWSA-N
Amylose	DB15216	small molecule		9005-82-7		7TDQ74Y18L				
Gastric inhibitory polypeptide	DB15217	biotech		100040-31-1		1O4H75S7H2			GLUCOSE-DEPENDENT INSULINOTROPIC POLYPEPTIDE	
Pozelimab	DB15218	biotech		2096328-94-6		0JJ21K6L2I			Pozelimab	
Tomivosertib	DB15219	small molecule		1849590-01-7		U2H19X4WBV			6'-((6-Amino-4-pyrimidinyl)amino)-8'-methyl-2'H-spiro(cyclohexane-1,3'-imidazo(1,5-a)pyridine)-1',5'-dione | Tomivosertib	HKTBYUWLRDZAJK-UHFFFAOYSA-N
Seliforant	DB15220	small molecule		1164115-89-2		B61N8R7TDH			Seliforant	QRBVUFXEMHNIDB-UHFFFAOYSA-N
PF-06260414	DB15221	small molecule		1612755-71-1		3I487UHH95				ZKAVFOXYJCREBQ-SNVBAGLBSA-N
GS-6620	DB15222	small molecule		1350735-70-4		WD5DUG7X38				YAAQYJCOIFNMKX-RSTNYOGXSA-N
Flotetuzumab	DB15223	biotech		1664355-28-5		0AHT0IC02G			Flotetuzumab	
Lisavanbulin	DB15224	small molecule		1263384-43-5		5PT0QP06X5			Lisavanbulin	NIPZLALJRAHABJ-IBGZPJMESA-N
Mitazalimab	DB15225	biotech		2055640-86-1		Q9J81E7VFM			Mitazalimab	
Dasiglucagon	DB15226	biotech		1544300-84-6	2535233	AD4J2O47FQ			Dasiglucagon	
Tirabrutinib	DB15227	small molecule		1351636-18-4	2535233	LXG44NDL2T			6-amino-9-[(3R)-1-but-2-ynoylpyrrolidin-3-yl]-7-(4-phenoxyphenyl)purin-8-one | ONO-4059 (free base) | Tirabrutinib	SEJLPXCPMNSRAM-GOSISDBHSA-N
Avidin	DB15228	biotech		110539-97-4		639T22V8VD				
CNV-2197944	DB15229	small molecule		1204535-44-3		SSB9S6N20R			CNV2197944	BLFJGFDZMABYMY-ZDUSSCGKSA-N
Dithiopyr	DB15230	small molecule		97886-45-8		2TXF17HAV1			DIMENSION	YUBJPYNSGLJZPQ-UHFFFAOYSA-N
Brimapitide	DB15231	small molecule		1445179-97-4		2K30142185			Brimapitide	BAAXVYBAMNDCIB-BMCUWHFPSA-N
Telaglenastat	DB15232	small molecule		1439399-58-2		U6CL98GLP4			Telaglenastat	PRAAPINBUWJLGA-UHFFFAOYSA-N
Avapritinib	DB15233	small molecule	L01EX18	1703793-34-3	2272107	513P80B4YJ			Avapritinib	DWYRIWUZIJHQKQ-SANMLTNESA-N
Semorinemab	DB15234	biotech		2159141-27-0		O8DG8VI95O			MTAU9937A | Semorinemab	
Di-2-pyridylketone 4-cyclohexyl-4-methyl-3-thiosemicarbazone	DB15235	small molecule		1382469-39-7		6068Z4Y7QI			DP4CYCH4MT	GNLZNQJBZNOUBM-UHFFFAOYSA-N
Fucose	DB15236	small molecule		2438-80-4	2466731	28RYY2IV3F			L-FUCOSE	PNNNRSAQSRJVSB-KCDKBNATSA-N
Fluciclovine	DB15237	small molecule		222727-43-7	2571859	YKG0YF688X			Anti-1-amino-3-18F-fluorocyclobutane-1-carboxylic acid | Cyclobutanecarboxylic acid, 1-amino-3-fluoro-, trans-	NTEDWGYJNHZKQW-IWLYVCSRSA-N
Olinciguat	DB15238	small molecule		1628732-62-6	2571859	PD5F4ZXD21			Olinciguat	YWQFJNWMWZMXRW-HXUWFJFHSA-N
PTI-428	DB15239	small molecule		1953130-87-4		T2U4ZA62U4				XPEHHUISIBFLHX-RAIGVLPGSA-N
Elezanumab	DB15240	biotech		1791416-49-3		SK1LVT23A1			Elezanumab	
Methylsamidorphan	DB15241	small molecule		1119361-12-4		8347HC35J6			Methylsamidorphan	ATCVVCBJNHXIEX-ZAHKBLQYSA-O
MK-0533	DB15242	small molecule		668455-28-5		J17152066B				STWITCBWQHTJFJ-XMMPIXPASA-N
2-(1-Hexyloxyethyl)-2-devinyl pyropheophorbide-a	DB15243	small molecule		149402-51-7		DOB7Y3RSX0			HPPH	PVXGCBZIVFCMJK-NMWXTPPCSA-N
Iopofosine I-131	DB15244	small molecule		873438-88-1		R048696O9L			18-(p-(131I)-iodophenyl)octadecyl phosphocholine | 18-(p-[131]-iodophenyl)octadecyl phosphocholine | Ethanaminium, 2-((hydroxy((18-(4-(iodo-131I)phenyl)octadecyl)oxy)phosphinyl)oxy)-N,N,N-trimethyl-, inner salt | I-131-CLR1404	ZOAIEFWMQLYMTF-YRKXUXMHSA-N
Olorofim	DB15245	small molecule		1928707-56-5		T34SH2H9HI			Olorofim	SUFPWYYDCOKDLL-UHFFFAOYSA-N
Salvianolic acid A	DB15246	small molecule		96574-01-5		51622542XO				YMGFTDKNIWPMGF-UCPJVGPRSA-N
Vorolanib	DB15247	small molecule		1013920-15-4		YP8G3I74EL			Vorolanib	KMIOJWCYOHBUJS-HAKPAVFJSA-N
Bulevirtide	DB15248	biotech	J05AX28	2012558-47-1		WKM56H3TLB			Bulevirtide	
MK-6325	DB15249	small molecule		1263814-52-3		59LD48P07K				BLFKRFGLQFYXDF-WAZRELCSSA-N
Vercirnon	DB15250	small molecule		698394-73-9		MWI54OUA12		DB05005	Vercirnon	JRWROCIMSDXGOZ-UHFFFAOYSA-N
Antipain	DB15251	small molecule		37691-11-5		47V479BE6L				SDNYTAYICBFYFH-TUFLPTIASA-N
Nemolizumab	DB15252	biotech		1476039-58-3		GN465U8B72			Nemolizumab	
Bleselumab	DB15253	biotech		1453067-91-8		AS3AZ5R46K			Bleselumab	
RO-5126766 free base	DB15254	small molecule		946128-88-7		D0D4252V97				LMMJFBMMJUMSJS-UHFFFAOYSA-N
Reldesemtiv	DB15256	small molecule		1345410-31-2		4S0HBYW6QE			CK-2127107 | Reldesemtiv	MQXWPWOCXGARRK-HJGJAMNPSA-N
Milademetan	DB15257	small molecule		1398568-47-2		R3I80TLN7S			Milademetan	RYAYYVTWKAOAJF-QISPRATLSA-N
Imlifidase	DB15258	biotech	L04AA41	1947415-68-0		UVJ7NL8S2P			HMED-IdeS | IdeS | IdeS recombinant | Imlifidase	
VB-201	DB15259	small molecule		630112-41-3		SJ5A8151JO				JGGNOCUEWOGWPL-MUUNZHRXSA-N
Iscalimab	DB15260	biotech		2031153-61-2		0628T707D0			Iscalimab	
Butafenacil	DB15261	small molecule		134605-64-4		7Z141CCP2R			INSPIRE	JEDYYFXHPAIBGR-UHFFFAOYSA-N
Futuximab	DB15262	biotech		1310460-85-5		B37J680LX0			Futuximab	
Thyrotropin	DB15263	biotech	V04CJ01	9002-71-5	10579	02KSI6Z9AK			THYROTROPHIN	
PD-0299685	DB15264	small molecule		313651-33-1		61SA6645RL				KKXFMWXZXDUYBF-BDAKNGLRSA-N
USL-311	DB15265	small molecule		1373268-67-7		2BTG5MX2Q2			2-Pyridinecarboxamide, 6-(hexahydro-4-(1-(1-methylethyl)-4-piperidinyl)-1H-1,4-diazepin-1-yl)-N-4-pyridinyl- | 6-[4-(1-propan-2-ylpiperidin-4-yl)-1,4-diazepan-1-yl]-N-pyridin-4-ylpyridine-2-carboxamide	XNUNVQKARNSSEO-UHFFFAOYSA-N
Tovorafenib	DB15266	small molecule		1096708-71-2		ZN90E4027M			4-Pyrimidinecarboxamide, 6-amino-5-chloro-N-[(1R)-1-[5-[[[5-chloro-4-(trifluoromethyl)-2-pyridinyl]amino]carbonyl]-2-thiazolyl]ethyl]- | 6-Amino-5-chloro-N-((1R)-1-(5-(((5-chloro-4-(trifluoromethyl)-2-pyridinyl)amino)carbonyl)-2-thiazolyl)ethyl)-4-pyrimidinecarboxamide	VWMJHAFYPMOMGF-ZCFIWIBFSA-N
Lesinidase alfa	DB15267	biotech		1522433-40-4		61A4G0P3IB			Lesinidase alfa	
Afabicin	DB15268	small molecule		1518800-35-5		DMM8663H2R			Afabicin	HFYMDQMXVPJNTH-VQHVLOKHSA-N
ALK-4290	DB15269	small molecule		1251528-23-0		R0T9LLR4TN				DWKNOLCXIFYNFV-HSZRJFAPSA-N
Efgartigimod alfa	DB15270	biotech		1821402-21-4	2587717	961YV2O515			Efgartigimod alfa	
Crizanlizumab	DB15271	biotech	B06AX01	1690318-25-2	2262421	L7451S9126			Crizanlizumab | crizanlizumab-tmca	
Edratide	DB15272	small molecule		433922-67-9		38PLP07BKC			Edratide	VXXZQHUWZSRPAM-CDJUQFLLSA-N
VS-4718	DB15273	small molecule		1061353-68-1		L2BD0MW4OL				IGUBBWJDMLCRIK-UHFFFAOYSA-N
Pertussis vaccine	DB15274	biotech			1608803	2QNL82089R			Bordetella pertussis	
GDC-0077	DB15275	small molecule		2060571-02-8	1608803	L4C1UY2NYH				SGEUNORSOZVTOL-CABZTGNLSA-N
PR1 leukemia peptide vaccine	DB15276	biotech		182253-77-6		54XUF2TZ7G				
Gedivumab	DB15277	biotech		1807954-17-1		6IRE1TI49I			Gedivumab | MHAA4549A	
Marzeptacog alfa (activated)	DB15278	biotech		1600492-21-4		J5LT149M79			Marzeptacog alfa (activated) | PF-05280602	
CB-103	DB15279	small molecule		218457-67-1		Q5BB91JL0V				WHIWGRCYMQLLAO-UHFFFAOYSA-N
Gimsilumab	DB15280	biotech		1648796-29-5		8961SFA7R3			Gimsilumab	
Ravoxertinib	DB15281	small molecule		1453848-26-4		R6AXV96CRH			Ravoxertinib	RZUOCXOYPYGSKL-GOSISDBHSA-N
Fluorofuranylnorprogesterone F-18	DB15282	small molecule		160388-43-2		3I798OGQ8B			18F-FFNP	VJKRBRUNEOHPBS-JQKUZGBFSA-N
Tebentafusp	DB15283	biotech		1874157-95-5	2590743	N658GY6L3E			Tebentafusp	
Sulopenem	DB15284	small molecule		120788-07-0	2590743	XX514BJ1XW			Sulopenem	FLSUCZWOEMTFAQ-PRBGKLEPSA-N
ARC-19499	DB15285	biotech		1350667-54-7		0493WH50VT				
CB-1158	DB15286	small molecule		2095732-06-0		IFD73D535A			INCB001158	ZZJLMZYUGLJBSO-LAEOZQHASA-N
Elismetrep	DB15287	small molecule		1400699-64-0		KIB8V5UR7D			Elismetrep	CWEFDWIKLABKBX-UHFFFAOYSA-N
Etamicastat	DB15288	small molecule		760173-05-5		9X96V6DBU4			Etamicastat	CWWWTTYMUOYSQA-LLVKDONJSA-N
Perillyl alcohol	DB15289	small molecule		18457-55-1		3UL4QIY642			Perilla alcohol	NDTYTMIUWGWIMO-SNVBAGLBSA-N
Pegteograstim	DB15290	biotech	L03AA17	1329602-23-4		71V0XKJ0WZ			Pegteograstim	
BMS-986142	DB15291	small molecule		1643368-58-4		PJX9GH268R				ZRYMMWAJAFUANM-INIZCTEOSA-N
Foliglurax	DB15292	small molecule		1883329-53-0		FR50CP1D6W			Foliglurax	ZTEDNASHAWNBKQ-NCELDCMTSA-N
Epalrestat	DB15293	small molecule		82159-09-9		424DV0807X			Epalrestat	CHNUOJQWGUIOLD-NFZZJPOKSA-N
SB-1578	DB15294	small molecule		937273-04-6		4T71DC0G0A				NNXDIGHYPZHXTR-ONEGZZNKSA-N
Tenalisib	DB15295	small molecule		1639417-53-0		2261HH611H			(S)-2-(1-(9H-Purin-6-Ylamino)Propyl)-3-(3-Fluorophenyl)-4H-Chromen-4-One) | Tenalisib	HDXDQPRPFRKGKZ-INIZCTEOSA-N
D-fluoromethyltyrosine F-18	DB15296	small molecule		870452-26-9		58HVN5SR99				GEBHVOHKNWLITQ-DEVVULMSSA-N
Petesicatib	DB15297	small molecule		1252637-35-6		A26QO95U37			Petesicatib	KXAAIORSMACJSI-AEFFLSMTSA-N
Ontamalimab	DB15298	biotech		2098790-40-8		6LGI7RV4PB			Ontamalimab	
Navtemadlin	DB15299	small molecule		1352066-68-2		7R7G6EH5UL				DRLCSJFKKILATL-YWCVFVGNSA-N
Hydroquinidine	DB15300	small molecule	C01BA13	1435-55-8	27220	8P68XPY4HG				LJOQGZACKSYWCH-LHHVKLHASA-N
Bevifimod	DB15301	biotech		2223113-32-2		YVK735A3PU			Bevifimod | STAPHYLOCOCCAL PROTEIN A	
2-fluorofucose	DB15302	small molecule		70763-62-1		W39886N0ZG			SGN-2FF	SQTFKIKSQNCWGJ-KCDKBNATSA-N
Faricimab	DB15303	biotech		1607793-29-2	2591519	QC4F7FKK7I			Faricimab	
iota-Carrageenan	DB15304	small molecule		9062-07-1		3582R1F52W			Carrageenan-iota	
Risdiplam	DB15305	small molecule	M09AX10	1825352-65-5	2390935	76RS4S2ET1			Risdiplam | Risdiplamum	ASKZRYGFUPSJPN-UHFFFAOYSA-N
MEDI-6469	DB15306	biotech		1715924-11-0		AKV2GM43DD			Agonistic anti-OX40 monoclonal antibody MEDI6469	
Atabecestat	DB15307	small molecule		1200493-78-2		2834W8D6GK			Atabecestat | JNJ-54861911	VLLFGVHGKLDDLW-SFHVURJKSA-N
Ridinilazole	DB15308	small molecule		308362-25-6		06DX01190R			Ridinilazole	UHQFBTAJFNVZIV-UHFFFAOYSA-N
Vactosertib	DB15310	small molecule		1352608-82-2		6T4O391P5Y			Vactosertib	FJCDSQATIJKQKA-UHFFFAOYSA-N
Davanat	DB15311	small molecule		916851-14-4		C2BXC3OWPA				
Orilanolimab	DB15312	biotech		2066544-85-0		1LTT6HMX9N			Orilanolimab	
DAS-181	DB15313	biotech		946032-08-2		227R1C272Q			Farbefusp	
Modimelanotide	DB15314	small molecule		926277-68-1		96C1EBE9CG			Modimelanotide	WHRVKPBBRZHWTN-ZHHKRVSMSA-N
Coblopasvir	DB15315	small molecule	J05AP12	1312608-46-0		67XWL3R65W			Coblopasvir	JBYJTCVXUMWTJJ-YRCZKMHPSA-N
Florasulam	DB15316	small molecule		145701-23-1		00A64ZX8NB			PRIMUS	QZXATCCPQKOEIH-UHFFFAOYSA-N
Posiphen	DB15317	small molecule		116839-68-0		Z0O4TJ588O			(+)-Posiphen	PBHFNBQPZCRWQP-AZUAARDMSA-N
Neodymium	DB15318	small molecule		7440-00-8	1311480	2I87U3734A				QEFYFXOXNSNQGX-UHFFFAOYSA-N
VM4-037	DB15319	small molecule		1071470-72-8		009954O7PB				QGYZPMXIVNIGKA-GMAHTHKFSA-N
Tefinostat	DB15321	small molecule		914382-60-8		ZAU91150SB			Tefinostat	GLNWREBYRLDPQP-MHZLTWQESA-N
Lacutamab	DB15322	biotech		2187368-16-5		N8O7MY0VNS			Lacutamab	
Trelagliptin	DB15323	small molecule		865759-25-7		Q836OWG55H			Trelagliptin	IWYJYHUNXVAVAA-OAHLLOKOSA-N
ORM-13070 C-11	DB15324	small molecule		1227170-74-2		Y61S1UFN4Y			11C-ORM-13070	VGIYMYGMVXPMKV-GWDMYEQXSA-N
ONO-8539	DB15325	small molecule		459842-29-6		94W010PZ1Z				ALLLQQUASFFEKP-UHFFFAOYSA-N
CXL-1020	DB15326	small molecule		950834-06-7		T7Q0XY74OK				RZRWBKKAFHXNEQ-UHFFFAOYSA-N
Abivertinib	DB15327	small molecule		1557267-42-1		CER0OPG92L			Abivertinib	UOFYSRZSLXWIQB-UHFFFAOYSA-N
Ubrogepant	DB15328	small molecule	N02CD04	1374248-77-7	2268216	AD0O8X2QJR			Ubrogepant | Ubrogépant | Ubrogepantum	DDOOFTLHJSMHLN-ZQHRPCGSSA-N
Nattokinase	DB15329	biotech		133876-92-3	53553	H81695M5OP				
Nesvacumab	DB15330	biotech		1296818-77-3		WX8293WGLC			Nesvacumab	
Vocimagene amiretrorepvec	DB15331	biotech		1300724-82-6		DC4WO3WA4Q			Vocimagene amiretrorepvec	
Radavirsen	DB15332	biotech		1228284-45-4		9P30PF804H			Radavirsen	
AZD-1386	DB15333	small molecule		942937-80-6		210323T9CP				FPGNKXCEPARJDI-ZDUSSCGKSA-N
Biochanin A	DB15334	small molecule		491-80-5		U13J6U390T				WUADCCWRTIWANL-UHFFFAOYSA-N
Formononetin	DB15335	small molecule		485-72-3		295DQC67BJ				HKQYGTCOTHHOMP-UHFFFAOYSA-N
Valanafusp alfa	DB15336	biotech		1815583-32-4		ML78ZA3RNC			Valanafusp alfa	
Rovatirelin	DB15338	small molecule		204386-76-5		9DL0X410PY			Rovatirelin	WTXWDXWZGJGIHV-URBCHYCLSA-N
Methcathinone	DB15339	small molecule		5650-44-2		386QA522QG			COSMOS	LPLLVINFLBSFRP-UHFFFAOYSA-N
EC-0652	DB15340	small molecule		1025066-50-5		RWY5U5KZV3				VHRCAJFLDBPRPG-POFDKVPJSA-N
Dinalbuphine sebacate	DB15341	small molecule		311768-81-7		464OXX39Y6			Dinalbuphine sebacate | NALBUPHINE SEBACATE	ALOIOAGKUOQNID-ITCIXCFHSA-N
Panobacumab	DB15342	biotech		885053-97-4		62B4OXU259			Panobacumab	
Tuspetinib	DB15343	small molecule				C0WUS7XXE9			2-Pyrimidinamine, 5-chloro-N-(3-cyclopropyl-5-(((3R,5S)-3,5-dimethyl-1-piperazinyl)methyl)phenyl)-4-(6-methyl-1H-indol-3-yl)-, rel- | 5-Chloro-N-(3-cyclopropyl-5-(((3R,5S)-3,5-dimethylpiperazine-1-yl) methyl) phenyl)-4-(6-methyl-1hindol-3-yl) pyrimidin-2-amine	FZLSDZZNPXXBBB-KDURUIRLSA-N
beta-Hydroxyisovaleric acid	DB15344	small molecule		625-08-1		3F752311CD			beta-Hydroxy-methylbutyrate	AXFYFNCPONWUHW-UHFFFAOYSA-N
GSK-945237	DB15345	small molecule		944406-54-6		U9T63BZ3AS				SRICOHRDRMZREQ-MRXNPFEDSA-N
GLPG-1205	DB15346	small molecule		1445847-37-9		K9WR6LRA5D				IRBAWVGZNJIROV-SFHVURJKSA-N
Branebrutinib	DB15347	small molecule		1912445-55-6		7LBRZUYSHU			BMS-986195 | Branebrutinib	VJPPLCNBDLZIFG-ZDUSSCGKSA-N
Ampreloxetine	DB15348	small molecule		1227056-84-9		19997EZ42I			Ampreloxetine	TZIALEBTHQWNAO-UHFFFAOYSA-N
Sofituzumab vedotin	DB15349	biotech		1418200-58-4		2X3CKG601L			DMUC5754A | Sofituzumab vedotin	
D-chiro-Inositol	DB15350	small molecule		643-12-9		6R79WV4R10			D-Inositol	CDAISMWEOUEBRE-SHFUYGGZSA-N
Dihematoporphyrin ether	DB15351	small molecule		97067-70-4		625J2HS54G			bis-1-(8-(1-hydroxyethyl)deuteroporphyrin-3-yl)ethyl ether | DHP ether | Dihematoporphyrin ether	VAYJWFGRGMQINH-STKOUIOXSA-N
Vorsetuzumab mafodotin	DB15352	biotech		1165741-01-4		699619YVTQ			Vorsetuzumab mafodotin	
Nacubactam	DB15353	small molecule		1452458-86-4		832O37V7MZ			Nacubactam	RSBPYSTVZQAADE-RQJHMYQMSA-N
Evinacumab	DB15354	biotech	C10AX17	1446419-85-7	2478335	T8B2ORP1DW			Evinacumab | evinacumab-dgnb	
PL-3994	DB15355	small molecule		952295-80-6		YI2S0GUQ2C				HSHVZRILAMZYHY-HJNNUAIJSA-N
SLV-334	DB15356	small molecule		182821-33-6		3613ZP748K				LOFDNSDPZTVIIO-VPUSJEBWSA-N
Xanomeline	DB15357	small molecule		131986-45-3		9ORI6L73CJ			Xanomeline	JOLJIIDDOBNFHW-UHFFFAOYSA-N
JNJ-54175446	DB15358	small molecule		1627902-21-9		32524GLF40				CWFVVQFVGMFTBD-SECBINFHSA-N
Xanthohumol	DB15359	small molecule		6754-58-1		T4467YT1NT				ORXQGKIUCDPEAJ-YRNVUSSQSA-N
Carfentanil, C-11	DB15360	small molecule		98598-83-5		UVI40IC2GN			11C-CARFENTANIL	YDSDEBIZUNNPOB-JVVVGQRLSA-N
Thallium Tl-201	DB15361	small molecule		15064-65-0		H91Z8HBK1B			THALLIUM-201	BKVIYDNLLOSFOA-OIOBTWANSA-N
LSZ-102	DB15362	small molecule		2135600-76-7		0Y175XGX4P				SJXNPGGVGZXKKI-NYYWCZLTSA-N
Istiratumab	DB15363	biotech		1509928-04-4		XLR461MD3M			Istiratumab	
Pegbelfermin	DB15365	biotech		2089039-22-3		P5T1E46W5D			BMS-986036 | Pegbelfermin	
SOR-C13	DB15366	small molecule		1187852-48-7		C79B5A73C4				LGANPTNILMNMES-TVNHODDRSA-N
LY-2623091	DB15367	small molecule		1162264-07-4		6FHZ595FNM				YPCLDHGBEKZGEB-RUDKWAFVSA-N
Yttrium Y-90 clivatuzumab tetraxetan	DB15368	biotech		943976-23-6		2L271110ED			90Y-HPAM4 | 90Y-hPAMA4 | HPAM4-DOTA | PAN-CIDE	
Aganirsen	DB15369	biotech		1146887-67-3		0N3FY8225K			Aganirsen	
Balixafortide	DB15370	biotech		1051366-32-5		PRC974M49B			Balixafortide	
MK-2748	DB15371	small molecule		1193902-95-2		7YM030A71C				HMYVZDWJFQOHCD-XEZGQWAWSA-N
JNJ-27548547	DB15372	small molecule		303983-00-8		3I8JKL1CHB			PROMITIL	LIHIIWJRSSLKKX-YCTALCSSSA-N
Tilmanocept	DB15373	small molecule		1185986-76-8		MDU8BQ474H				
Cobalt Co-60	DB15374	small molecule		10198-40-0		5C8182XDPZ				GUTLYIVDDKVIGB-OUBTZVSYSA-N
Tozuleristide	DB15375	biotech		1673565-40-6		835UH424TU			Tozuleristide	
Gosuranemab	DB15376	biotech		1788032-39-2		09FZ7Q0PQZ			BMS-986168 | Gosuranemab	
ATB-346	DB15377	small molecule		1226895-20-0		3096O7WP53				YCNMAPLPQYQJFC-UHFFFAOYSA-N
Vopratelimab	DB15378	biotech		2039148-04-2		QXN20J93AH			Vopratelimab	
Hydroxypropyl betadex	DB15379	small molecule		128446-35-5		1I96OHX6EK			2-HYDROXYPROPYL-BETA-CYCLODEXTRIN | HPB | Hydroxypropyl beta cyclodextrin	FCVINZIHPISTIY-YBOQSWHISA-N
Flutriciclamide F-18	DB15380	small molecule		1274863-98-7		M96ARL6373			18F-GE-180	ZVDVQPLDTTXLKI-LSKWOKDISA-N
Menaquinone	DB15381	small molecule		1182-68-9		12V8PA4WCH				HYPYXGZDOYTYDR-HAJWAVTHSA-N
SAR-125844	DB15382	small molecule		1116743-46-4		XH93U6NIJE				ODIUNTQOXRXOIV-UHFFFAOYSA-N
Pidilizumab	DB15383	biotech		1036730-42-3		B932PAQ1BQ			Pidilizumab	
Simotaxel	DB15384	small molecule		791635-59-1		E1M30YOE59			Simotaxel	SLGIWUWTSWJBQE-VLCCYYTCSA-N
Acebilustat	DB15385	small molecule		943764-99-6		J64RI4D29U			Acebilustat	GERJIEKMNDGSCS-DQEYMECFSA-N
ALT-801	DB15386	biotech		1188450-53-4		QWZ40O5W6K				
Bintrafusp alfa	DB15387	biotech		1918149-01-5		NW9K8C1JN3			Bintrafusp alfa	
Anti-GD2 monoclonal antibody 3F8	DB15388	biotech				3GFS72WN4M			MONOCLONAL ANTIBODY 3F8	
Teceleukin	DB15389	biotech		136279-32-8		H5ZRB188EI			Teceleukin	
Efizonerimod alfa	DB15390	biotech		1635395-27-5		1MH7C2X8KE			Efizonerimod alfa	
Elenbecestat	DB15391	small molecule		1388651-30-6		RXJ96XL94H			Elenbecestat	AACUJFVOHGRMTR-DPXNYUHVSA-N
Cesium	DB15392	small molecule		7440-46-2	1310121	1KSV9V4Y4I				TVFDJXOCXUVLDH-UHFFFAOYSA-N
Telatinib	DB15393	small molecule		332012-40-5	1310121	18P7197Q7J			Telatinib	QFCXANHHBCGMAS-UHFFFAOYSA-N
gamma-Tocopherol	DB15394	small molecule		54-28-4	2368126	8EF1Z1238F			D-gamma-Tocopherol	QUEDXNHFTDJVIY-DQCZWYHMSA-N
PF-06863135	DB15395	biotech				L0HR9A577V				
Vamotinib	DB15396	small molecule		1416241-23-0		I8C3R768IZ			Vamotinib	SLIVDYMORZGPLW-UHFFFAOYSA-N
GMA-161	DB15397	biotech		946415-70-9		I0TG4Z02RN				
Dihydrocapsiate	DB15398	small molecule		205687-03-2		W2F7769AEU				RBCYRZPENADQGZ-UHFFFAOYSA-N
BMS-754807	DB15399	small molecule		1001350-96-4		W9E3353E8J				LQVXSNNAFNGRAH-QHCPKHFHSA-N
Lifastuzumab vedotin	DB15400	biotech		1401812-88-1		7IUT83FK6S			Lifastuzumab vedotin	
Danicopan	DB15401	small molecule		1903768-17-1		JM8C1SFX0U			Danicopan	PIBARDGJJAGJAJ-NQIIRXRSSA-N
Tucotuzumab celmoleukin	DB15402	biotech		339986-90-2		4ON7FF680U			Tucotuzumab celmoleukin	
Ziritaxestat	DB15403	small molecule		1628260-79-6		I02418V13W			Ziritaxestat	REQQVBGILUTQNN-UHFFFAOYSA-N
Heparin, bovine	DB15404	small molecule		9005-49-6		P776JQ4R2F			BOVINE HEPARIN	
FET F-18	DB15405	small molecule		178433-03-9		1326R5J1IA			18F-FET	QZZYPHBVOQMBAT-LRAGLOQXSA-N
GLPG-0974	DB15406	small molecule		1391076-61-1		X7REK61AIS				MPMKMQHJHDHPBE-RUZDIDTESA-N
Acalisib	DB15407	small molecule		870281-34-8		OVW60IDW1D			Acalisib	DOCINCLJNAXZQF-LBPRGKRZSA-N
Silmitasertib	DB15408	small molecule		1009820-21-6		C6RWP0N0L2			Silmitasertib	MUOKSQABCJCOPU-UHFFFAOYSA-N
Ladiratuzumab vedotin	DB15409	biotech		1629760-29-7		VM4G5D1A60			Ladiratuzumab vedotin | SGN-LIV1A	
(S)-Propafenone	DB15410	small molecule		107381-32-8		N0BQN4E2YT			(-)-(S)-Propafenone | (-)-Propafenone	JWHAUXFOSRPERK-SFHVURJKSA-N
ABP-700	DB15411	small molecule		1446482-29-6		LZ0835OW2M				DRAFVCKNYNQOKR-GFCCVEGCSA-N
LB-100	DB15412	small molecule		1632032-53-1		0C1JUU9S0L				JUQMLSGOTNKJKI-IZUQBHJASA-N
Pafolacianine	DB15413	small molecule		1628423-76-6	2586857	F7BD3Z4X8L				PDXNSXLPXJFETD-DYVQZXGMSA-N
CM-4307	DB15414	small molecule		1130115-44-4		41XGO0VS1U			DONAFENIB	MLDQJTXFUGDVEO-FIBGUPNXSA-N
Tomaralimab	DB15415	biotech		1449294-76-1		P45C2W27DU			anti-Tlr2 monoclonal antibody OPN-305 | Humanized IGG4 monoclonal antibody against toll-like receptor 2 for prevention of ischemia/reperfusion tissue injury | Tomaralimab	
PX-102	DB15416	small molecule		1268244-88-7		378SU5NO8S				XBUXXJUEBFDQHD-NHCUHLMSSA-N
Recanaclotide	DB15417	biotech		1667762-62-0		9QBH807006			Recanaclotide	
AZD-9977	DB15418	small molecule		1850385-64-6		6C9UKZ0CYE				MBKYLPOPYYLTNW-ZDUSSCGKSA-N
Nanatinostat	DB15419	small molecule		1256448-47-1		YTL7A418KQ			Nanatinostat	QRGHOAATPOLDPF-VQFNDLOPSA-N
Coagulation factor XIa	DB15420	biotech		9013-55-2		Y42G5XID5M			Human coagulation factor XI	
Cetrelimab	DB15421	biotech		2050478-92-5		LYK98WP91F			Cetrelimab | JNJ-63723283	
