umls_cid	meddra_id	name
C0862000	10012827	Diffuse large cell cleaved lymphoma (Working Formulation)
C0862001	10041079	Small cleaved follicular cell lymphoma (Mantle cell lymphoma) (Lukes-Collins Classification)
C0862002	10008005	Centrocytic (mantle cell) lymphoma (Kiel classification) recurrent
C0862003	10012828	Diffuse large cell cleaved lymphoma (Working Formulation) recurrent
C0862004	10026807	Mantle zone lymphoma recurrent
C0862005	10008006	Centrocytic (mantle cell) lymphoma (Kiel classification) refractory
C0862006	10012829	Diffuse large cell cleaved lymphoma (Working Formulation) refractory
C0862007	10026808	Mantle zone lymphoma refractory
C0862008	10008007	Centrocytic (mantle cell) lymphoma (Kiel classification) stage I
C0862009	10012830	Diffuse large cell cleaved lymphoma (Working Formulation) stage I
C0862010	10026809	Mantle zone lymphoma stage I
C0862011	10041080	Small cleaved follicular cell lymphoma (Mantle cell lymphoma) (Lukes-Collins Classification) stage I
C0862012	10008008	Centrocytic (mantle cell) lymphoma (Kiel classification) stage II
C0862013	10012831	Diffuse large cell cleaved lymphoma (Working Formulation) stage II
C0862014	10026810	Mantle zone lymphoma stage II
C0862015	10008009	Centrocytic (mantle cell) lymphoma (Kiel classification) stage III
C0862016	10012832	Diffuse large cell cleaved lymphoma (Working Formulation) stage III
C0862017	10026811	Mantle zone lymphoma stage III
C0862018	10008010	Centrocytic (mantle cell) lymphoma (Kiel classification) stage IV
C0862019	10012833	Diffuse large cell cleaved lymphoma (Working Formulation) stage IV
C0862020	10026812	Mantle zone lymphoma stage IV
C0862021	10012963	Diffuse small cleaved cell lymphoma (Nodal marginal zone B-cell lymphoma) (Working Formulation)
C0862022	10041145	Small lymphocytic lymphoma (Nodal marginal zone B-cell lymphoma) (Working Formulation)
C0862023	10041146	Small lymphocytic lymphoma (Nodal marginal zone B-cell lymphoma) (Working Formulation) recurrent
C0862024	10041147	Small lymphocytic lymphoma (Nodal marginal zone B-cell lymphoma) (Working Formulation) refractory
C0862025	10041148	Small lymphocytic lymphoma (Nodal marginal zone B-cell lymphoma) (Working Formulation) stage I
C0862026	10041149	Small lymphocytic lymphoma (Nodal marginal zone B-cell lymphoma) (Working Formulation) stage II
C0862027	10041150	Small lymphocytic lymphoma (Nodal marginal zone B-cell lymphoma) (Working Formulation) stage III
C0862028	10041151	Small lymphocytic lymphoma (Nodal marginal zone B-cell lymphoma) (Working Formulation) stage IV
C0862029	10003939	B-lymphoblastic lymphoma (Kiel Classification)
C0862030	10054562	Precursor B-lymphoblastic lymphoma/leukemia
C0862030	10036536	Precursor B-lymphoblastic lymphoma/leukaemia
C0862031	10045484	Undefined cell lymphoma (Lukes-Collins Classification)
C0862032	10003940	B-lymphoblastic lymphoma (Kiel Classification) recurrent
C0862033	10054563	Precursor B-lymphoblastic lymphoma/leukemia recurrent
C0862033	10036538	Precursor B-lymphoblastic lymphoma/leukaemia recurrent
C0862034	10045485	Undefined cell lymphoma (Lukes-Collins Classification) recurrent
C0862035	10003941	B-lymphoblastic lymphoma (Kiel Classification) refractory
C0862036	10054564	Precursor B-lymphoblastic lymphoma/leukemia refractory
C0862036	10036539	Precursor B-lymphoblastic lymphoma/leukaemia refractory
C0862037	10045486	Undefined cell lymphoma (Lukes-Collins Classification) refractory
C0862038	10003943	B-lymphoblastic lymphoma (Kiel Classification) stage II
C0862039	10036533	Precursor B-lymphoblastic lymphoma stage II
C0862039	10036529	Precursor B-lymphoblastic lymphoma NOS stage II
C0862039	10054566	Precursor B-lymphoblastic lymphoma/leukemia stage II
C0862039	10036540	Precursor B-lymphoblastic lymphoma/leukaemia stage II
C0862040	10045488	Undefined cell lymphoma (Lukes-Collins Classification) stage II
C0862041	10003944	B-lymphoblastic lymphoma (Kiel Classification) stage III
C0862042	10054567	Precursor B-lymphoblastic lymphoma/leukemia stage III
C0862042	10036541	Precursor B-lymphoblastic lymphoma/leukaemia stage III
C0862043	10045489	Undefined cell lymphoma (Lukes-Collins Classification) stage III
C0862044	10003945	B-lymphoblastic lymphoma (Kiel Classification) stage IV
C0862045	10054568	Precursor B-lymphoblastic lymphoma/leukemia stage IV
C0862045	10036542	Precursor B-lymphoblastic lymphoma/leukaemia stage IV
C0862046	10045490	Undefined cell lymphoma (Lukes-Collins Classification) stage IV
C0862047	10003942	B-lymphoblastic lymphoma (Kiel Classification) stage I
C0862048	10054565	Precursor B-lymphoblastic lymphoma/leukemia stage I
C0862048	10036537	Precursor B-lymphoblastic lymphoma/leukaemia stage I
C0862049	10045487	Undefined cell lymphoma (Lukes-Collins Classification) stage I
C0862050	10060580	Diffuse large cell lymphoma (Adult T-cell lymphoma/leukemia) (Working Formulation)
C0862050	10012834	Diffuse large cell lymphoma (Adult T-cell lymphoma/leukaemia) (Working Formulation)
C0862051	10060587	Diffuse mixed small and large cell lymphoma (Adult T-cell lymphoma/leukemia) (Working Formulation)
C0862051	10012885	Diffuse mixed small and large cell lymphoma (Adult T-cell lymphoma/leukaemia) (Working Formulation)
C0862052	10060682	Diffuse small cleaved cell lymphoma (Adult T-cell lymphoma/leukemia) (Working Formulation)
C0862052	10012943	Diffuse small cleaved cell lymphoma (Adult T-cell lymphoma/leukaemia) (Working Formulation)
C0862053	10035559	Pleomorphic medium sized and large T-cell HTLV1 lymphoma (Kiel Classification)
C0862054	10035566	Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification)
C0862055	10054665	T-immunoblastic sarcoma (Adult T-cell lymphoma/leukemia) (Lukes-Collins Classification)
C0862055	10043007	T-immunoblastic sarcoma (Adult T-cell lymphoma/leukaemia) (Lukes-Collins Classification)
C0862056	10060581	Diffuse large cell lymphoma (Adult T-cell lymphoma/leukemia) (Working Formulation) recurrent
C0862056	10012835	Diffuse large cell lymphoma (Adult T-cell lymphoma/leukaemia) (Working Formulation) recurrent
C0862057	10035560	Pleomorphic medium sized and large T-cell HTLV1 lymphoma (Kiel Classification) recurrent
C0862058	10035567	Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification) recurrent
C0862059	10054666	T-immunoblastic sarcoma (Adult T-cell lymphoma/leukemia) (Lukes-Collins Classification) recurrent
C0862059	10043008	T-immunoblastic sarcoma (Adult T-cell lymphoma/leukaemia) (Lukes-Collins Classification) recurrent
C0862060	10060582	Diffuse large cell lymphoma (Adult T-cell lymphoma/leukemia) (Working Formulation) refractory
C0862060	10012836	Diffuse large cell lymphoma (Adult T-cell lymphoma/leukaemia) (Working Formulation) refractory
C0862061	10035561	Pleomorphic medium sized and large T-cell HTLV1 lymphoma (Kiel Classification) refractory
C0862062	10035568	Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification) refractory
C0862063	10054667	T-immunoblastic sarcoma (Adult T-cell lymphoma/leukemia) (Lukes-Collins Classification) refractory
C0862063	10043009	T-immunoblastic sarcoma (Adult T-cell lymphoma/leukaemia) (Lukes-Collins Classification) refractory
C0862064	10060583	Diffuse large cell lymphoma (Adult T-cell lymphoma/leukemia) (Working Formulation) stage I
C0862064	10012837	Diffuse large cell lymphoma (Adult T-cell lymphoma/leukaemia) (Working Formulation) stage I
C0862065	10060683	Diffuse small cleaved cell lymphoma (Adult T-cell lymphoma/leukemia) (Working Formulation) stage I
C0862065	10012944	Diffuse small cleaved cell lymphoma (Adult T-cell lymphoma/leukaemia) (Working Formulation) stage I
C0862066	10035562	Pleomorphic medium sized and large T-cell HTLV1 lymphoma (Kiel Classification) stage I
C0862067	10035569	Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification) stage I
C0862068	10054668	T-immunoblastic sarcoma (Adult T-cell lymphoma/leukemia) (Lukes-Collins Classification) stage I
C0862068	10043010	T-immunoblastic sarcoma (Adult T-cell lymphoma/leukaemia) (Lukes-Collins Classification) stage I
C0862069	10060584	Diffuse large cell lymphoma (Adult T-cell lymphoma/leukemia) (Working Formulation) stage II
C0862069	10012838	Diffuse large cell lymphoma (Adult T-cell lymphoma/leukaemia) (Working Formulation) stage II
C0862070	10060684	Diffuse small cleaved cell lymphoma (Adult T-cell lymphoma/leukemia) (Working Formulation) stage II
C0862070	10012945	Diffuse small cleaved cell lymphoma (Adult T-cell lymphoma/leukaemia) (Working Formulation) stage II
C0862071	10035563	Pleomorphic medium sized and large T-cell HTLV1 lymphoma (Kiel Classification) stage II
C0862072	10035570	Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification) stage II
C0862073	10054669	T-immunoblastic sarcoma (Adult T-cell lymphoma/leukemia) (Lukes-Collins Classification) stage II
C0862073	10043011	T-immunoblastic sarcoma (Adult T-cell lymphoma/leukaemia) (Lukes-Collins Classification) stage II
C0862074	10060585	Diffuse large cell lymphoma (Adult T-cell lymphoma/leukemia) (Working Formulation) stage III
C0862074	10012839	Diffuse large cell lymphoma (Adult T-cell lymphoma/leukaemia) (Working Formulation) stage III
C0862075	10035564	Pleomorphic medium sized and large T-cell HTLV1 lymphoma (Kiel Classification) stage III
C0862076	10035571	Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification) stage III
C0862077	10054670	T-immunoblastic sarcoma (Adult T-cell lymphoma/leukemia) (Lukes-Collins Classification) stage III
C0862077	10043012	T-immunoblastic sarcoma (Adult T-cell lymphoma/leukaemia) (Lukes-Collins Classification) stage III
C0862078	10060586	Diffuse large cell lymphoma (Adult T-cell lymphoma/leukemia) (Working Formulation) stage IV
C0862078	10012840	Diffuse large cell lymphoma (Adult T-cell lymphoma/leukaemia) (Working Formulation) stage IV
C0862079	10060685	Diffuse small cleaved cell lymphoma (Adult T-cell lymphoma/leukemia) (Working Formulation) stage IV
C0862079	10012946	Diffuse small cleaved cell lymphoma (Adult T-cell lymphoma/leukaemia) (Working Formulation) stage IV
C0862080	10035565	Pleomorphic medium sized and large T-cell HTLV1 lymphoma (Kiel Classification) stage IV
C0862081	10035572	Pleomorphic small T-cell HTLV1 lymphoma (Kiel Classification) stage IV
C0862082	10054671	T-immunoblastic sarcoma (Adult T-cell lymphoma/leukemia) (Lukes-Collins Classification) stage IV
C0862082	10043013	T-immunoblastic sarcoma (Adult T-cell lymphoma/leukaemia) (Lukes-Collins Classification) stage IV
C0862083	10043021	T-large cell anaplastic (Ki-1+) lymphoma (Kiel Classification)
C0862084	10043022	T-large cell anaplastic (Ki-1+) lymphoma (Kiel Classification) recurrent
C0862085	10043023	T-large cell anaplastic (Ki-1+) lymphoma (Kiel Classification) refractory
C0862086	10043024	T-large cell anaplastic (Ki-1+) lymphoma (Kiel Classification) stage I
C0862087	10043025	T-large cell anaplastic (Ki-1+) lymphoma (Kiel Classification) stage II
C0862088	10043026	T-large cell anaplastic (Ki-1+) lymphoma (Kiel Classification) stage III
C0862089	10043027	T-large cell anaplastic (Ki-1+) lymphoma (Kiel Classification) stage IV
C0862090	10002397	Angiocentric immunoproliferative lesion grade 2
C0862091	10012841	Diffuse large cell lymphoma (Angiocentric lymphoma) (Working Formulation)
C0862092	10012892	Diffuse mixed small and large cell lymphoma (Angiocentric lymphoma) (Working Formulation)
C0862093	10012950	Diffuse small cleaved cell lymphoma (Angiocentric lymphoma) (Working Formulation)
C0862094	10023732	Large cell immunoblastic lymphoma (Angiocentric lymphoma) (Working Formulation)
C0862095	10002398	Angiocentric immunoproliferative lesion grade 2 recurrent
C0862096	10002405	Angiocentric immunoproliferative lesion grade 3 recurrent
C0862097	10012842	Diffuse large cell lymphoma (Angiocentric lymphoma) (Working Formulation) recurrent
C0862098	10012893	Diffuse mixed small and large cell lymphoma (Angiocentric lymphoma) (Working Formulation) recurrent
C0862099	10012951	Diffuse small cleaved cell lymphoma (Angiocentric lymphoma) (Working Formulation) recurrent
C0862100	10023733	Large cell immunoblastic lymphoma (Angiocentric lymphoma) (Working Formulation) recurrent
C0862101	10024256	Lethal midline granuloma recurrent
C0862102	10027592	Midline malignant reticulosis recurrent
C0862103	10002399	Angiocentric immunoproliferative lesion grade 2 refractory
C0862104	10002406	Angiocentric immunoproliferative lesion grade 3 refractory
C0862105	10012843	Diffuse large cell lymphoma (Angiocentric lymphoma) (Working Formulation) refractory
C0862106	10012894	Diffuse mixed small and large cell lymphoma (Angiocentric lymphoma) (Working Formulation) refractory
C0862107	10012952	Diffuse small cleaved cell lymphoma (Angiocentric lymphoma) (Working Formulation) refractory
C0862108	10023734	Large cell immunoblastic lymphoma (Angiocentric lymphoma) (Working Formulation) refractory
C0862109	10024259	Lethal midline granuloma refractory
C0862110	10027593	Midline malignant reticulosis refractory
C0862111	10002400	Angiocentric immunoproliferative lesion grade 2 stage I
C0862112	10002407	Angiocentric immunoproliferative lesion grade 3 stage I
C0862113	10012844	Diffuse large cell lymphoma (Angiocentric lymphoma) (Working Formulation) stage I
C0862114	10012895	Diffuse mixed small and large cell lymphoma (Angiocentric lymphoma) (Working Formulation) stage I
C0862115	10023735	Large cell immunoblastic lymphoma (Angiocentric lymphoma) (Working Formulation) stage I
C0862116	10024260	Lethal midline granuloma stage I
C0862117	10027594	Midline malignant reticulosis stage I
C0862118	10002401	Angiocentric immunoproliferative lesion grade 2 stage II
C0862119	10002408	Angiocentric immunoproliferative lesion grade 3 stage II
C0862120	10012845	Diffuse large cell lymphoma (Angiocentric lymphoma) (Working Formulation) stage II
C0862121	10012896	Diffuse mixed small and large cell lymphoma (Angiocentric lymphoma) (Working Formulation) stage II
C0862122	10012953	Diffuse small cleaved cell lymphoma (Angiocentric lymphoma) (Working Formulation) stage II
C0862123	10023736	Large cell immunoblastic lymphoma (Angiocentric lymphoma) (Working Formulation) stage II
C0862124	10024257	Lethal midline granuloma stage II
C0862125	10027595	Midline malignant reticulosis stage II
C0862126	10002402	Angiocentric immunoproliferative lesion grade 2 stage III
C0862127	10002409	Angiocentric immunoproliferative lesion grade 3 stage III
C0862128	10012846	Diffuse large cell lymphoma (Angiocentric lymphoma) (Working Formulation) stage III
C0862129	10012897	Diffuse mixed small and large cell lymphoma (Angiocentric lymphoma) (Working Formulation) stage III
C0862130	10012954	Diffuse small cleaved cell lymphoma (Angiocentric lymphoma) (Working Formulation) stage III
C0862131	10023737	Large cell immunoblastic lymphoma (Angiocentric lymphoma) (Working Formulation) stage III
C0862132	10024261	Lethal midline granuloma stage III
C0862133	10027596	Midline malignant reticulosis stage III
C0862134	10002403	Angiocentric immunoproliferative lesion grade 2 stage IV
C0862135	10002410	Angiocentric immunoproliferative lesion grade 3 stage IV
C0862136	10012847	Diffuse large cell lymphoma (Angiocentric lymphoma) (Working Formulation) stage IV
C0862137	10012898	Diffuse mixed small and large cell lymphoma (Angiocentric lymphoma) (Working Formulation) stage IV
C0862138	10012955	Diffuse small cleaved cell lymphoma (Angiocentric lymphoma) (Working Formulation) stage IV
C0862139	10023738	Large cell immunoblastic lymphoma (Angiocentric lymphoma) (Working Formulation) stage IV
C0862140	10024258	Lethal midline granuloma stage IV
C0862141	10027597	Midline malignant reticulosis stage IV
C0862142	10002464	Angiomimmunoblastic (AILD, LgX (Kiel Classification)
C0862143	10012848	Diffuse large cell lymphoma (Angioimmunoblastic T-cell lymphoma) (Working Formulation)
C0862144	10021185	IBL-like T-cell lymphoma (Lukes-Collins Classification)
C0862145	10023739	Large cell immunoblastic lymphoma (Angioimmunoblastic T-cell lymphoma) (Working Formulation)
C0862146	10002465	Angiomimmunoblastic (AILD, LgX (Kiel Classification) recurrent
C0862147	10012849	Diffuse large cell lymphoma (Angioimmunoblastic T-cell lymphoma) (Working Formulation) recurrent
C0862148	10021186	IBL-like T-cell lymphoma (Lukes-Collins Classification) recurrent
C0862149	10002466	Angiomimmunoblastic (AILD, LgX (Kiel Classification) refractory
C0862150	10012850	Diffuse large cell lymphoma (Angioimmunoblastic T-cell lymphoma) (Working Formulation) refractory
C0862151	10021187	IBL-like T-cell lymphoma (Lukes-Collins Classification) refractory
C0862152	10002467	Angiomimmunoblastic (AILD, LgX (Kiel Classification) stage I
C0862153	10012851	Diffuse large cell lymphoma (Angioimmunoblastic T-cell lymphoma) (Working Formulation) stage I
C0862154	10021188	IBL-like T-cell lymphoma (Lukes-Collins Classification) stage I
C0862155	10023740	Large cell immunoblastic lymphoma (Angioimmunoblastic T-cell lymphoma) (Working Formulation) stage I
C0862156	10002468	Angiomimmunoblastic (AILD, LgX (Kiel Classification) stage II
C0862157	10012852	Diffuse large cell lymphoma (Angioimmunoblastic T-cell lymphoma) (Working Formulation) stage II
C0862158	10021189	IBL-like T-cell lymphoma (Lukes-Collins Classification) stage II
C0862159	10002469	Angiomimmunoblastic (AILD, LgX (Kiel Classification) stage III
C0862160	10012853	Diffuse large cell lymphoma (Angioimmunoblastic T-cell lymphoma) (Working Formulation) stage III
C0862161	10021190	IBL-like T-cell lymphoma (Lukes-Collins Classification) stage III
C0862162	10002470	Angiomimmunoblastic (AILD, LgX (Kiel Classification) stage IV
C0862163	10012854	Diffuse large cell lymphoma (Angioimmunoblastic T-cell lymphoma) (Working Formulation) stage IV
C0862164	10021191	IBL-like T-cell lymphoma (Lukes-Collins Classification) stage IV
C0862165	10012869	Diffuse large cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation)
C0862166	10012913	Diffuse mixed small and large cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation)
C0862167	10012956	Diffuse small cleaved cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation)
C0862168	10023753	Large cell immunoblastic lymphoma (Intestinal T-cell lymphoma) (Working Formulation)
C0862169	10025590	Malignant histiocytosis of the intestine with ulcerative jejunitis
C0862170	10012870	Diffuse large cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation) recurrent
C0862171	10012957	Diffuse small cleaved cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation) recurrent
C0862172	10023754	Large cell immunoblastic lymphoma (Intestinal T-cell lymphoma) (Working Formulation) recurrent
C0862173	10025591	Malignant histiocytosis of the intestine with ulcerative jejunitis recurrent
C0862174	10012871	Diffuse large cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation) refractory
C0862175	10012958	Diffuse small cleaved cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation) refractory
C0862176	10023755	Large cell immunoblastic lymphoma (Intestinal T-cell lymphoma) (Working Formulation) refractory
C0862177	10025592	Malignant histiocytosis of the intestine with ulcerative jejunitis refractory
C0862178	10012872	Diffuse large cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation) stage I
C0862179	10012959	Diffuse small cleaved cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation) stage I
C0862180	10023756	Large cell immunoblastic lymphoma (Intestinal T-cell lymphoma) (Working Formulation) stage I
C0862181	10025593	Malignant histiocytosis of the intestine with ulcerative jejunitis stage I
C0862182	10012873	Diffuse large cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation) stage II
C0862183	10012960	Diffuse small cleaved cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation) stage II
C0862184	10023757	Large cell immunoblastic lymphoma (Intestinal T-cell lymphoma) (Working Formulation) stage II
C0862185	10025594	Malignant histiocytosis of the intestine with ulcerative jejunitis stage II
C0862186	10012874	Diffuse large cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation) stage III
C0862187	10012961	Diffuse small cleaved cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation) stage III
C0862188	10023758	Large cell immunoblastic lymphoma (Intestinal T-cell lymphoma) (Working Formulation) stage III
C0862189	10025595	Malignant histiocytosis of the intestine with ulcerative jejunitis stage III
C0862190	10012875	Diffuse large cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation) stage IV
C0862191	10012962	Diffuse small cleaved cell lymphoma (Intestinal T-cell lymphoma) (Working Formulation) stage IV
C0862192	10023759	Large cell immunoblastic lymphoma (Intestinal T-cell lymphoma) (Working Formulation) stage IV
C0862193	10025596	Malignant histiocytosis of the intestine with ulcerative jejunitis stage IV
C0862194	10008140	Cerebriform T lymphoma (Lukes-Collins Classification)
C0862195	10028485	Mycosis fungoides (Working Formulation)
C0862196	10028509	Mycosis fungoides/Sezary syndrome NOS
C0862196	10028508	Mycosis fungoides/Sezary syndrome
C0862197	10041060	Small cell cerebriform (Mycosis fungoides sezary syndrome) (Kiel Classification)
C0862198	10008141	Cerebriform T lymphoma (Lukes-Collins Classification) recurrent
C0862199	10028486	Mycosis fungoides (Working Formulation) recurrent
C0862200	10028510	Mycosis fungoides/Sezary syndrome recurrent
C0862201	10040522	Sezary's syndrome recurrent
C0862201	10040494	Sezary syndrome recurrent
C0862201	10040509	Sezary's disease recurrent
C0862202	10041061	Small cell cerebriform (Mycosis fungoides sezary syndrome) (Kiel Classification) recurrent
C0862203	10008142	Cerebriform T lymphoma (Lukes-Collins Classification) refractory
C0862204	10011679	Cutaneous T-cell lymphoma refractory
C0862205	10028487	Mycosis fungoides (Working Formulation) refractory
C0862206	10028511	Mycosis fungoides/Sezary syndrome refractory
C0862207	10040517	Sezary's syndrome refractory
C0862207	10040495	Sezary syndrome refractory
C0862207	10040510	Sezary's disease refractory
C0862208	10041062	Small cell cerebriform (Mycosis fungoides sezary syndrome) (Kiel Classification) refractory
C0862209	10008143	Cerebriform T lymphoma (Lukes-Collins Classification) stage I
C0862210	10028488	Mycosis fungoides (Working Formulation) stage I
C0862211	10028512	Mycosis fungoides/Sezary syndrome stage I
C0862212	10040518	Sezary's syndrome stage I
C0862212	10040496	Sezary syndrome stage I
C0862212	10040511	Sezary's disease stage I
C0862213	10041063	Small cell cerebriform (Mycosis fungoides sezary syndrome) (Kiel Classification) stage I
C0862214	10008144	Cerebriform T lymphoma (Lukes-Collins Classification) stage II
C0862215	10028489	Mycosis fungoides (Working Formulation) stage II
C0862216	10028513	Mycosis fungoides/Sezary syndrome stage II
C0862217	10040519	Sezary's syndrome stage II
C0862217	10040497	Sezary syndrome stage II
C0862217	10040512	Sezary's disease stage II
C0862218	10041064	Small cell cerebriform (Mycosis fungoides sezary syndrome) (Kiel Classification) stage II
C0862219	10008145	Cerebriform T lymphoma (Lukes-Collins Classification) stage III
C0862220	10028490	Mycosis fungoides (Working Formulation) stage III
C0862221	10028514	Mycosis fungoides/Sezary syndrome stage III
C0862222	10040520	Sezary's syndrome stage III
C0862222	10040498	Sezary syndrome stage III
C0862222	10040513	Sezary's disease stage III
C0862223	10041065	Small cell cerebriform (Mycosis fungoides sezary syndrome) (Kiel Classification) stage III
C0862224	10008146	Cerebriform T lymphoma (Lukes-Collins Classification) stage IV
C0862225	10028491	Mycosis fungoides (Working Formulation) stage IV
C0862226	10028515	Mycosis fungoides/Sezary syndrome stage IV
C0862227	10040521	Sezary's syndrome stage IV
C0862227	10040499	Sezary syndrome stage IV
C0862227	10040514	Sezary's disease stage IV
C0862228	10041066	Small cell cerebriform (Mycosis fungoides sezary syndrome) (Kiel Classification) stage IV
C0862229	10012876	Diffuse large cell lymphoma (Peripheral T-cell lymphoma unspecified) (Working Formulation)
C0862230	10012970	Diffuse small cleaved cell lymphoma (Peripheral T-cell lymphoma unspecified) (Working Formulation)
C0862231	10023760	Large cell immunoblastic lymphoma (Peripheral T-cell lymphoma unspecified) (Working Formulation)
C0862232	10025290	Lymphoepithelioid lymphoma (Kiel Classification)
C0862233	10035552	Pleomorphic medium and large T-cell lymphoma (Kiel Classification)
C0862234	10035573	Pleomorphic small T-cell lymphoma (Kiel Classification)
C0862235	10042349	Subcutaneous panniculitic T-cell lymphoma (Provisional subtype)
C0862236	10042993	T-immunoblastic lymphoma (Peripheral T-cell lymphoma unspecified) (Kiel Classification)
C0862237	10043000	T-immunoblastic lymphoma (Peripheral T-cell lymphoma unspecified) (Lukes-Collins Classification)
C0862238	10043036	T-zone lymphoma (Kiel Classification)
C0862239	10012877	Diffuse large cell lymphoma (Peripheral T-cell lymphoma unspecified) (Working Formulation) recurrent
C0862240	10025291	Lymphoepithelioid lymphoma (Kiel Classification) recurrent
C0862241	10035553	Pleomorphic medium and large T-cell lymphoma (Kiel Classification) recurrent
C0862242	10035575	Pleomorphic small T-cell lymphoma (Kiel Classification) recurrent
C0862243	10042350	Subcutaneous panniculitic T-cell lymphoma (Provisional subtype) recurrent
C0862244	10042994	T-immunoblastic lymphoma (Peripheral T-cell lymphoma unspecified) (Kiel Classification) recurrent
C0862245	10043037	T-zone lymphoma (Kiel Classification) recurrent
C0862246	10025292	Lymphoepithelioid lymphoma (Kiel Classification) refractory
C0862247	10035554	Pleomorphic medium and large T-cell lymphoma (Kiel Classification) refractory
C0862248	10035576	Pleomorphic small T-cell lymphoma (Kiel Classification) refractory
C0862249	10042351	Subcutaneous panniculitic T-cell lymphoma (Provisional subtype) refractory
C0862250	10042995	T-immunoblastic lymphoma (Peripheral T-cell lymphoma unspecified) (Kiel Classification) refractory
C0862251	10043038	T-zone lymphoma (Kiel Classification) refractory
C0862252	10012878	Diffuse large cell lymphoma (Peripheral T-cell lymphoma unspecified) (Working Formulation) stage I
C0862253	10025293	Lymphoepithelioid lymphoma (Kiel Classification) stage I
C0862254	10035555	Pleomorphic medium and large T-cell lymphoma (Kiel Classification) stage I
C0862255	10035574	Pleomorphic small T-cell lymphoma (Kiel Classification) stage I
C0862256	10042352	Subcutaneous panniculitic T-cell lymphoma (Provisional subtype) stage I
C0862258	10043039	T-zone lymphoma (Kiel Classification) stage I
C0862259	10012879	Diffuse large cell lymphoma (Peripheral T-cell lymphoma unspecified) (Working Formulation) stage II
C0862260	10025294	Lymphoepithelioid lymphoma (Kiel Classification) stage II
C0862261	10035556	Pleomorphic medium and large T-cell lymphoma (Kiel Classification) stage II
C0862262	10035577	Pleomorphic small T-cell lymphoma (Kiel Classification) stage II
C0862263	10042353	Subcutaneous panniculitic T-cell lymphoma (Provisional subtype) stage II
C0862265	10043040	T-zone lymphoma (Kiel Classification) stage II
C0862266	10012880	Diffuse large cell lymphoma (Peripheral T-cell lymphoma unspecified) (Working Formulation) stage III
C0862267	10025295	Lymphoepithelioid lymphoma (Kiel Classification) stage III
C0862268	10035557	Pleomorphic medium and large T-cell lymphoma (Kiel Classification) stage III
C0862269	10035578	Pleomorphic small T-cell lymphoma (Kiel Classification) stage III
C0862270	10042354	Subcutaneous panniculitic T-cell lymphoma (Provisional subtype) stage III
C0862272	10043041	T-zone lymphoma (Kiel Classification) stage III
C0862273	10012881	Diffuse large cell lymphoma (Peripheral T-cell lymphoma unspecified) (Working Formulation) stage IV
C0862274	10025296	Lymphoepithelioid lymphoma (Kiel Classification) stage IV
C0862275	10035558	Pleomorphic medium and large T-cell lymphoma (Kiel Classification) stage IV
C0862276	10035579	Pleomorphic small T-cell lymphoma (Kiel Classification) stage IV
C0862277	10042355	Subcutaneous panniculitic T-cell lymphoma (Provisional subtype) stage IV
C0862279	10043042	T-zone lymphoma (Kiel Classification) stage IV
C0862280	10010897	Convoluted T lymphocytic lymphoma (Lukes-Collins Classification)
C0862281	10054455	Lymphoblastic lymphoma (Precursor T-lymphoblastic lymphoma/leukemia) (Working Formulation
C0862281	10025243	Lymphoblastic lymphoma (Precursor T-lymphoblastic lymphoma/leukaemia) (Working Formulation
C0862282	10043028	T-lymphoblastic lymphoma (Kiel Classification)
C0862283	10010898	Convoluted T lymphocytic lymphoma (Lukes-Collins Classification) recurrent
C0862284	10043029	T-lymphoblastic lymphoma (Kiel Classification) recurrent
C0862285	10010899	Convoluted T lymphocytic lymphoma (Lukes-Collins Classification) refractory
C0862286	10043030	T-lymphoblastic lymphoma (Kiel Classification) refractory
C0862287	10010900	Convoluted T lymphocytic lymphoma (Lukes-Collins Classification) stage I
C0862288	10054456	Lymphoblastic lymphoma (Precursor T-lymphoblastic lymphoma/leukemia) (Working Formulation) stage I
C0862288	10025244	Lymphoblastic lymphoma (Precursor T-lymphoblastic lymphoma/leukaemia) (Working Formulation) stage I
C0862289	10043031	T-lymphoblastic lymphoma (Kiel Classification) stage I
C0862290	10010901	Convoluted T lymphocytic lymphoma (Lukes-Collins Classification) stage II
