drugbank-id,assoc_cond
DB00199,"Predominant skin comedones, papules and pustules"
DB01035,Pre-excited atrial fibrillation
DB00367,Pregnancy
DB00396,Pregnancy
DB00603,Pregnancy
DB01698,Pregnancy
DB13955,Pregnancy
DB14678,Pregnancy
DB00867,Premature Births
DB06789,Premature Births
DB09059,Premature Births
DB00193,Premature Ejaculation
DB00203,Premature Ejaculation
DB00215,Premature Ejaculation
DB00472,Premature Ejaculation
DB00715,Premature Ejaculation
DB01086,Premature Ejaculation
DB04884,Premature Ejaculation
DB00867,Premature Labour
DB00871,Premature Labour
DB01115,Premature Labour
DB01431,Premature Labour
DB08957,Premature Labour
DB00783,Premature Ovarian Failure (POF)
DB09381,Premature Ovarian Failure (POF)
DB00612,Premature Ventricular Contraction (PVC)
DB00316,Premenstrual cramps
DB00215,Premenstrual Dysphoric Disorder (PMDD)
DB00472,Premenstrual Dysphoric Disorder (PMDD)
DB00715,Premenstrual Dysphoric Disorder (PMDD)
DB00977,Premenstrual Dysphoric Disorder (PMDD)
DB01104,Premenstrual Dysphoric Disorder (PMDD)
DB01395,Premenstrual Dysphoric Disorder (PMDD)
DB00378,Premenstrual Syndrome (PMS)
DB13193,Premenstrual Syndrome (PMS)
DB13751,Premenstrual Syndrome (PMS)
DB14018,Premenstrual Syndrome (PMS)
DB00999,Premenstrual tension with edema
DB00683,Preoperative amnesia therapy
DB00475,Preoperative Anxiety
DB00085,Pre-operative Gas
DB11074,Pre-operative Gas
DB11482,Preoperative medication
DB00683,Preoperative sedation therapy
DB02325,Pre-operative skin preparation
DB01511,Preparation for Medical Procedure
DB06812,Prepping of the periocular region
DB01085,Presbyopia
DB14425,Prevention of subtype A viruses contained in the 2015 formula Influenza A Virus Infection
DB14425,Prevention of subtype B viruses contained in the 2015 formula Influenza B Virus Infection
DB12026,Previously treated with an HCV regimen containing an NS5A inhibitor Chronic Hepatitis C Genotype 1
DB12026,Previously treated with an HCV regimen containing an NS5A inhibitor Chronic hepatitis C genotype 2
DB12026,Previously treated with an HCV regimen containing an NS5A inhibitor Chronic hepatitis C genotype 3
DB12026,Previously treated with an HCV regimen containing an NS5A inhibitor Chronic hepatitis C genotype 4
DB12026,Previously treated with an HCV regimen containing an NS5A inhibitor Chronic hepatitis C genotype 5
DB12026,Previously treated with an HCV regimen containing an NS5A inhibitor Chronic hepatitis C genotype 6
DB12026,Previously treated with an HCV regimen containing sofosbuvir without an NS5A inhibitor Chronic hepatitis C genotype 1a
DB12026,Previously treated with an HCV regimen containing sofosbuvir without an NS5A inhibitor Chronic hepatitis C genotype 3
DB08935,Previously untreated Chronic lymphocytic leukemia
DB00852,Priapism
DB00860,Primary adrenocoritical insufficiency
DB00620,Primary adrenocortical insufficiency
DB00635,Primary adrenocortical insufficiency
DB00687,Primary adrenocortical insufficiency
DB00741,Primary adrenocortical insufficiency
DB00959,Primary adrenocortical insufficiency
DB14545,Primary adrenocortical insufficiency
DB14644,Primary adrenocortical insufficiency
DB12221,Primary Aldosteronism
DB04839,Primary Amenorrhoea
DB06789,Primary Amenorrhoea
DB12474,Primary Amenorrhoea
DB13956,Primary Amenorrhoea
DB00480,Primary Amyloidosis
DB01041,Primary Amyloidosis
DB09331,Primary Amyloidosis
DB00201,Primary apnea of premature newborns
DB00986,Primary Axillary Hyperhidrosis
DB01586,Primary Biliary Cholangitis
DB05990,Primary Biliary Cholangitis
DB01206,Primary Brain Neoplasm
DB00853,Primary Central Nervous System Lymphoma
DB01168,Primary Central Nervous System Lymphoma
DB08870,Primary Cutaneous Anaplastic Large Cell Lymphoma
DB00482,Primary Dysmenorrhoea
DB00580,Primary Dysmenorrhoea
DB00586,Primary Dysmenorrhoea
DB00784,Primary Dysmenorrhoea
DB00788,Primary Dysmenorrhoea
DB00939,Primary Dysmenorrhoea
DB01009,Primary Dysmenorrhoea
DB01050,Primary Dysmenorrhoea
DB09300,Primary Dysmenorrhoea
DB00437,Primary Gout
DB00028,Primary humoral immunodeficiency
DB00421,Primary Hyperaldosteronism
DB09015,Primary Hyperaldosteronism
DB00375,Primary Hypercholesterolemia
DB00381,Primary Hypercholesterolemia
DB00627,Primary Hypercholesterolemia
DB01039,Primary Hypercholesterolemia
DB01076,Primary Hypercholesterolemia
DB01095,Primary Hypercholesterolemia
DB01098,Primary Hypercholesterolemia
DB01393,Primary Hypercholesterolemia
DB01432,Primary Hypercholesterolemia
DB13873,Primary Hypercholesterolemia
DB14901,Primary Hypercholesterolemia
DB00930,Primary Hyperlipidemia
DB01076,Primary Hyperlipidemia
DB01098,Primary Hyperlipidemia
DB08860,Primary Hyperlipidemia
DB09302,Primary Hyperlipidemia
DB15935,Primary Hyperoxaluria Type 1 (PH1)
DB00281,Primary Hyperparathyroidism (PHPT)
DB06205,Primary Immune Deficiency Disorders (PIDD)
DB06205,Primary Immunodeficiency
DB01277,Primary Insulin-like Growth Factor-1 Deficiency
DB14751,Primary Insulin-like Growth Factor-1 Deficiency
DB00432,Primary keratoconjunctivitis caused by herpes simplex virus type 2
DB16371,Primary Mediastinal (Thymic) Large B Cell Lymphoma (PMBCL)
DB16582,Primary Mediastinal (Thymic) Large B Cell Lymphoma (PMBCL)
DB08877,Primary Myelofibrosis (PMF)
DB12500,Primary Myelofibrosis (PMF)
DB06704,Primary Neuroblastomas
DB00035,Primary Nocturnal Enuresis
DB09375,Primary Non-metastatic Breast Cancer
DB06285,Primary Osteoporosis
DB06704,Primary Pheochromocytomas
DB01098,Primary Prevention of Cardiovascular Diseases
DB11988,Primary Progressive Multiple Sclerosis (PPMS)
DB10804,Primary stage T1 papillary tumors
DB10804,Primary stage Ta papillary tumors
DB00199,Primary Syphilis
DB09320,Primary Syphilis
DB09255,Priming fluid in pump oxygenators therapy
DB09395,Priming solution for infusion
DB13180,Priming solution for infusion
DB00125,Problems of growth and stature
DB12404,Procedural Sedation
DB06448,Processing-deficient Progeroid Laminopathies
DB01115,Proctalgia
DB00244,Proctitis
DB00741,Proctitis
DB00795,Proctitis
DB00860,Proctitis
DB06724,Proctitis
DB11482,Proctitis
DB12532,Proctitis
DB13155,Proctitis
DB14539,Proctitis
DB15679,Proctitis
DB15777,Proctitis
DB15821,Proctitis
DB15999,Proctitis
DB00244,"Proctitis, Ulcerative"
DB00244,Proctosigmoiditis
DB00825,Productive cough
DB00871,Productive cough
DB00874,Productive cough
DB01075,Productive cough
DB01114,Productive cough
DB06767,Productive cough
DB11359,Productive cough
DB13194,Productive cough
DB06650,Progressive Chronic Lymphocytic Leukaemia (CLL)
DB02546,Progressive Cutaneous T-cell lymphoma
DB16778,Progressive Metastatic Castration-Resistant Prostate Cancer (mCRPC)
DB12612,Progressive Multiple Sclerosis (PMS)
DB01590,Progressive Neuroendocrine Tumors of pancreatic origin
DB01204,Progressive Relapsing Multiple Sclerosis
DB09078,"Progressive, locally advanced radioactive iodine-refractory Differentiated Thyroid Cancer (DTC)"
DB00398,"Progressive, locally recurrent radioactive iodine-refractory Differentiated Thyroid Carcinoma (DTC)"
DB08875,"Progressive, metastatic Medullary thyroid cancer"
DB09078,"Progressive, metastatic radioactive iodine-refractory Differentiated Thyroid Cancer (DTC)"
DB00398,"Progressive, metastatic radioactive iodine-refractory Differentiated Thyroid Carcinoma (DTC)"
DB14724,"Progressive, refractory, primary intolerance with conventional therapy, recurrent Hemophagocytic Lymphohistiocytosis"
DB00571,Proliferating Infantile Hemangioma
DB14016,Prolonged Labour
DB00878,Promotion of wound healing
DB08818,Promotion of wound healing
DB11700,Pro-opiomelanocortin (POMC) Deficiency Obesity
DB01231,Prophylaxis against postoperative nausea and vomiting
DB01263,Prophylaxis of Aspergillus infection
DB00258,Prophylaxis of bacterial skin infections
DB05382,Prophylaxis of bacterial skin infections
DB01390,Prophylaxis of Contrast-induced nephropathy
DB00343,Prophylaxis of migraine headaches
DB00945,Prophylaxis of preeclampsia
DB00999,Prophylaxis of preeclampsia
DB01143,Prophylaxis of Radiation proctitis
DB00199,Prophylaxis of Rheumatic fever
DB00417,Prophylaxis of Rheumatic fever
DB11700,Proprotein convertase subtilisin/kexin type 1 (PCSK1) deficiency obesity
DB00089,Prostate Cancer
DB00773,Prostate Cancer
DB00783,Prostate Cancer
DB03419,Prostate Cancer
DB09563,Prostate Cancer
DB13146,Prostate Cancer
DB14805,Prostate Cancer
DB16019,Prostate-specific Membrane Antigen Positive Tumors
DB16586,Prostatic Hypertrophy
DB00576,Prostatitis
DB00759,Prostatitis
DB01148,Prostatitis
DB01165,Prostatitis
DB01045,Prosthetic Joint Infections
DB01212,Prosthetic Joint Infections
DB00085,Protein Digestion
DB11074,Protein Digestion
DB00343,Proteinuria
DB00620,Proteinuria
DB00741,Proteinuria
DB00860,Proteinuria
DB01222,Proteinuria
DB12548,Proteinuria
DB14545,Proteinuria
DB00766,Proteus mirabilis
DB12159,Prurigo Nodularis
DB01086,Pruritic dermatosis
DB14540,"Pruritic, corticosteroid responsive, Inflammatory Dermatosis"
DB04815,Pruritis of the scroti
DB00265,Pruritis of the skin
DB00527,Pruritis of the skin
DB00741,Pruritis of the skin
DB01390,Pruritis of the skin
DB03255,Pruritis of the skin
DB06691,Pruritis of the skin
DB09086,Pruritis of the skin
DB11114,Pruritis of the skin
DB00196,Pruritus
DB00288,Pruritus
DB00434,Pruritus
DB00443,Pruritus
DB00455,Pruritus
DB00557,Pruritus
DB00591,Pruritus
DB00764,Pruritus
DB00860,Pruritus
DB00936,Pruritus
DB01047,Pruritus
DB01075,Pruritus
DB01114,Pruritus
DB01142,Pruritus
DB01183,Pruritus
DB01222,Pruritus
DB01246,Pruritus
DB01432,Pruritus
DB01718,Pruritus
DB04890,Pruritus
DB09321,Pruritus
DB09357,Pruritus
DB11614,Pruritus
DB12877,Pruritus
DB13489,Pruritus
DB13679,Pruritus
DB14156,Pruritus
DB14256,Pruritus
DB14487,Pruritus
DB14512,Pruritus
DB14539,Pruritus
DB15840,Pruritus
DB16261,Pruritus
DB00527,Pruritus Ani
DB00646,Pruritus Ani
DB00860,Pruritus Ani
DB04815,Pruritus Ani
DB11105,Pruritus Ani
DB11341,Pruritus Ani
DB12532,Pruritus Ani
DB13155,Pruritus Ani
DB13346,Pruritus Ani
DB13906,Pruritus Ani
DB13909,Pruritus Ani
DB14539,Pruritus Ani
DB15679,Pruritus Ani
DB15886,Pruritus Ani
DB14539,Pruritus associated with bowel movements
DB05384,Pruritus caused by corticosteroid-responsive dermatoses
DB00646,Pruritus Vulvae
DB04815,Pruritus Vulvae
DB00514,Pseudobulbar Affect (PBA)
DB00908,Pseudobulbar Affect (PBA)
DB14633,Pseudocroup
DB01070,Pseudohypoparathyroidism
DB00465,Pseudophakic Cystoid Macular Oedema
DB00254,Psittacosis
DB00618,Psittacosis
DB00759,Psittacosis
DB01017,Psittacosis
DB00138,Psoriasis
DB00443,Psoriasis
DB00547,Psoriasis
DB00825,Psoriasis
DB00864,Psoriasis
DB00936,Psoriasis
DB00993,Psoriasis
DB03255,Psoriasis
DB03904,Psoriasis
DB11082,Psoriasis
DB13977,Psoriasis
DB14512,Psoriasis
DB14762,Psoriasis
DB15840,Psoriasis
DB11157,Psoriasis Chronic
DB00591,Psoriasis of the scalp
DB00936,Psoriasis of the scalp
DB15840,Psoriasis of the scalp
DB00005,Psoriasis Vulgaris (Plaque Psoriasis)
DB00443,Psoriasis Vulgaris (Plaque Psoriasis)
DB00547,Psoriasis Vulgaris (Plaque Psoriasis)
DB00596,Psoriasis Vulgaris (Plaque Psoriasis)
DB00620,Psoriasis Vulgaris (Plaque Psoriasis)
DB00663,Psoriasis Vulgaris (Plaque Psoriasis)
DB00799,Psoriasis Vulgaris (Plaque Psoriasis)
DB00936,Psoriasis Vulgaris (Plaque Psoriasis)
DB00994,Psoriasis Vulgaris (Plaque Psoriasis)
DB01656,Psoriasis Vulgaris (Plaque Psoriasis)
DB02300,Psoriasis Vulgaris (Plaque Psoriasis)
DB05676,Psoriasis Vulgaris (Plaque Psoriasis)
DB06083,Psoriasis Vulgaris (Plaque Psoriasis)
DB13689,Psoriasis Vulgaris (Plaque Psoriasis) of the scalp
DB14512,"Psoriasis, Moderate to Severe"
DB00005,Psoriatic Arthritis
DB00051,Psoriatic Arthritis
DB00065,Psoriatic Arthritis
DB00297,Psoriatic Arthritis
DB00443,Psoriatic Arthritis
DB00620,Psoriatic Arthritis
DB00635,Psoriatic Arthritis
DB00741,Psoriatic Arthritis
DB00860,Psoriatic Arthritis
DB00959,Psoriatic Arthritis
DB01281,Psoriatic Arthritis
DB01284,Psoriatic Arthritis
DB01285,Psoriatic Arthritis
DB01380,Psoriatic Arthritis
DB08895,Psoriatic Arthritis
DB08904,Psoriatic Arthritis
DB09276,Psoriatic Arthritis
DB14545,Psoriatic Arthritis
DB14644,Psoriatic Arthritis
DB14762,Psoriatic Arthritis
DB00297,Psoriatic plaque
DB00443,Psoriatic plaque
DB00620,Psoriatic plaque
DB00959,Psoriatic plaque
DB14669,Psoriatic plaque
DB00186,Psychogenic Catatonia
DB00420,Psychomotor Agitation
DB04165,Psychomotor Agitation
DB12710,Psychomotor Agitation
DB12867,Psychomotor Agitation
DB12958,Psychomotor Agitation
DB09224,Psychomotor restlessness
DB00246,Psychosis
DB00334,Psychosis
DB00391,Psychosis
DB00420,Psychosis
DB00502,Psychosis
DB00623,Psychosis
DB00679,Psychosis
DB00734,Psychosis
DB00831,Psychosis
DB01224,Psychosis
DB01238,Psychosis
DB01239,Psychosis
DB01608,Psychosis
DB04842,Psychosis
DB09224,Psychosis
DB12867,Psychosis
DB00543,Psychotic Depression
DB01238,Psychotic Depression
DB01142,Psychotic depressive disorder
DB06764,Pterygium
DB00624,"Puberty, Delayed"
DB01185,"Puberty, Delayed"
DB01420,"Puberty, Delayed"
DB06710,"Puberty, Delayed"
DB00675,"Puberty, Precocious"
DB00203,Pulmonary Arterial Hypertension (PAH)
DB00374,Pulmonary Arterial Hypertension (PAH)
DB00640,Pulmonary Arterial Hypertension (PAH)
DB00820,Pulmonary Arterial Hypertension (PAH)
DB01240,Pulmonary Arterial Hypertension (PAH)
DB08931,Pulmonary Arterial Hypertension (PAH)
DB06403,Pulmonary Arterial Hypertension (PAH) (WHO Group 1 PH)
DB08932,Pulmonary Arterial Hypertension (PAH) (WHO Group 1 PH)
DB11362,Pulmonary Arterial Hypertension (PAH) (WHO Group 1 PH)
DB01167,Pulmonary coccidioides
DB01263,Pulmonary cryptococcosis infection
DB01115,Pulmonary Edemas
DB14633,Pulmonary Edemas
DB00013,Pulmonary Embolism
DB00086,Pulmonary Embolism
DB00682,Pulmonary Embolism
DB01109,Pulmonary Embolism
DB01418,Pulmonary Embolism
DB06228,Pulmonary Embolism
DB06605,Pulmonary Embolism
DB06695,Pulmonary Embolism
DB08813,Pulmonary Embolism
DB09075,Pulmonary Embolism
DB09255,Pulmonary Embolism
DB13327,Pulmonary Embolism
DB00009,Pulmonary Embolism Acute Massive
DB00013,Pulmonary Embolism Acute Massive
DB00086,Pulmonary Embolism Acute Massive
DB09255,Pulmonary Embolism caused by procedures associated with a high incidence of thromboembolic complications
DB06822,"Pulmonary embolism, Deep vein thrombosis"
DB00816,Pulmonary Emphysema
DB00343,Pulmonary Hypertension (PH)
DB00374,Pulmonary Hypertension (PH)
DB01115,Pulmonary Hypertension (PH)
DB09140,Pulmonary Hypertension (PH)
DB00479,Pulmonary Infections
DB00955,Pulmonary Infections
DB14566,Pulmonary Inflammation
DB08903,Pulmonary Multi-Drug Resistant Tuberculosis (MDR-TB)
DB11637,Pulmonary Multi-Drug Resistant Tuberculosis (MDR-TB)
DB05154,Pulmonary Rifampicin- and Isoniazid-Resistant Tuberculosis
DB00086,Pulmonary Thromboembolism
DB00260,Pulmonary Tuberculosis (TB)
DB00330,Pulmonary Tuberculosis (TB)
DB00339,Pulmonary Tuberculosis (TB)
DB00443,Pulmonary Tuberculosis (TB)
DB00860,Pulmonary Tuberculosis (TB)
DB05154,"Pulmonary Tuberculosis resistant to isoniazid, rifamycins, a fluoroquinolone and a second line injectable antibacterial drug"
DB00297,Pure Red Cell Aplasia
DB00443,Pure Red Cell Aplasia
DB00620,Pure Red Cell Aplasia
DB00635,Pure Red Cell Aplasia
DB00860,Pure Red Cell Aplasia
DB00959,Pure Red Cell Aplasia
DB14545,Pure Red Cell Aplasia
DB14644,Pure Red Cell Aplasia
DB11312,Purpura Fulminans
DB16362,Purulent discharge
DB13238,Purulent discharge acute Rhinitis
DB16362,Purulent discharge acute Rhinitis
DB00878,Purulent Gingivitis
DB06147,Purulent Ulcers
DB00591,Purulent Wounds
DB00620,Purulent Wounds
DB05389,Purulent Wounds
DB13326,Purulent Wounds caused by Infection
DB00798,Pustular acne
DB00994,Pustular acne
DB00994,Pustular Dermatosis
DB00199,Pustular lesions
DB00798,Pustular Psoriasis (PP)
DB11482,Pustules
DB01059,Pyelitis
DB01059,Pyelonephritis
DB01413,Pyelonephritis
DB01597,Pyelonephritis
DB01598,Pyelonephritis
DB01606,Pyelonephritis
DB06211,Pyelonephritis
DB12377,Pyelonephritis
DB12615,Pyelonephritis
DB14879,Pyelonephritis
DB16539,Pyelonephritis
DB13844,Pyloric sphincter insufficiency
DB00424,Pylorospasm
DB00572,Pylorospasm
DB00257,Pyoderma
DB01146,Pyoderma
DB04815,Pyoderma
DB09093,Pyoderma
DB11341,Pyoderma
DB13287,Pyoderma
DB13906,Pyoderma
DB00620,Pyoderma caused by susceptible bacteria
DB01137,Pyoderma caused by susceptible bacteria
DB00005,Pyoderma Gangrenosum
DB00051,Pyoderma Gangrenosum
DB00798,Pyoderma Gangrenosum
DB00864,Pyoderma Gangrenosum
DB00650,Pyrimethamine hematologic toxicity
DB04924,Pyrosis
DB16236,Pyruvate Kinase Deficiency Anemia
DB00759,Q Fever
DB01017,Q Fever
DB01611,Q Fever
DB11157,Quiescent Psoriasis
DB10062,Rabies
DB10283,Rabies
DB11603,Rabies
DB16574,Rabies
DB14256,Radiation Burn
DB14539,Radiation Induced Proctitis
DB00878,Radiation Mucositis
DB01005,Radiation Therapy
DB00904,Radiation-Induced Nausea and Vomiting
DB00985,Radiation-Induced Nausea and Vomiting
DB01233,Radiation-Induced Nausea and Vomiting
DB00586,Radicular Pain
DB00663,Radiodermatitis
DB00994,Radiodermatitis
DB13076,Radiollabeling
DB11150,Radiologic examination of the gastrointestinal tract
DB06777,Radiolucent Cholesterol gallstones
DB01068,Rapid Eye Movement Sleep Disorder
DB00860,Rash
DB00874,Rash
DB00936,Rash
DB01075,Rash
DB01114,Rash
DB01718,Rash
DB01744,Rash
DB03796,Rash
DB11482,Rash
DB11114,Rash caused by Insect Bites
DB09085,Rash caused by poison ivy
DB11305,Rash caused by poison ivy
DB01053,Rat bite fever
DB09320,Rat bite fever
DB00457,Raynaud's Phenomenon
DB00568,Raynaud's Phenomenon
DB00770,Raynaud's Phenomenon
DB01115,Raynaud's Phenomenon
DB01197,Raynaud's Phenomenon
DB08941,Raynaud's Phenomenon
DB05276,Reactivation of hepatitis B virus infection
DB00543,Reactive depression
DB01026,Recalcitrant Dermatophytosis
DB00145,Recovery
DB00544,Rectal Cancer
DB00254,Rectal infection caused by Chlamydia Trachomatis
DB00741,Rectal inflammations NEC
DB14597,Recurrent Angioedema
DB00351,Recurrent Breast Carcinoma
DB00437,Recurrent calcium oxalate calculi
DB00112,Recurrent Cervical Cancer
DB00361,Recurrent Cervical Cancer
DB09037,Recurrent Cervical Cancer
DB14707,Recurrent Cervical Cancer
DB16732,Recurrent Cervical Cancer
DB06650,Recurrent Chronic Lymphocytic Leukaemia (CLL)
DB00684,Recurrent Complicated Urinary Tract Infection
DB09037,Recurrent Cutaneous Squamous Cell Carcinoma
DB00619,Recurrent Dermatofibrosarcoma protuberans
DB00351,Recurrent Endometrial Carcinoma
DB00432,Recurrent epithelial keratitis caused by herpes simplex 2
DB09074,Recurrent Epithelial Ovarian Cancer
DB11793,Recurrent Epithelial Ovarian Cancer
DB12332,Recurrent Epithelial Ovarian Cancer
DB15690,Recurrent Estrogen Receptor Positive Breast Cancer
DB09074,Recurrent Fallopian Tube Cancer
DB11793,Recurrent Fallopian Tube Cancer
DB12332,Recurrent Fallopian Tube Cancer
DB00426,Recurrent Genital Herpes (RGH)
DB00577,Recurrent Genital Herpes (RGH)
DB00787,Recurrent Genital Herpes (RGH)
DB00112,Recurrent Glioblastoma
DB00262,Recurrent Glioblastoma Multiforme (GBM)
DB01118,Recurrent hemodynamically unstable Ventricular tachycardia
DB00863,Recurrent hemorrhage from bleeding ulcers
DB09298,Recurrent Hepatitis
DB00426,Recurrent Herpes Labialis
DB00787,Recurrent Herpes Labialis
DB08865,Recurrent Inflammatory Myofibroblastic Tumors
DB00945,Recurrent Ischemic Stroke
DB00378,Recurrent Miscarriages
DB15627,Recurrent Mismatch Repair-deficient (dMMR) Endometrial Cancer
DB06769,Recurrent multiple myeloma
DB00394,Recurrent nasal polyps
DB00808,Recurrent Nephrolithiasis
DB06186,Recurrent Non-small Cell Lung Cancer
DB09035,Recurrent Non-small Cell Lung Cancer
DB00112,Recurrent Non-Squamous Non-Small Cell Lung Cancer
DB00878,Recurrent Oral fungal infection
DB06372,Recurrent Pericarditis
DB00112,Recurrent platinum drug resistant Fallopian tube cancer
DB00112,Recurrent platinum drug resistant primary peritoneal cancer
DB00112,Recurrent platinum sensitive primary peritoneal cancer
DB09074,Recurrent platinum sensitive primary peritoneal cancer
DB00112,Recurrent Platinum-resistant Epithelial Ovarian Cancer
DB00112,Recurrent Platinum-Sensitive Epithelial Ovarian Cancer
DB00112,Recurrent platinum-sensitive fallopian tube cancer
DB11793,Recurrent Primary Peritoneal Cancer
DB12332,Recurrent Primary Peritoneal Cancer
DB14805,Recurrent Prostate Cancer
DB15887,Recurrent Prostate Cancer
DB06228,Recurrent Pulmonary Embolism (Disorder)
DB06605,Recurrent Pulmonary Embolism (Disorder)
DB06695,Recurrent Pulmonary Embolism (Disorder)
DB00359,Recurrent Rheumatic fever
DB01229,Recurrent Small Cell Lung Cancer (SCLC)
DB00396,Recurrent spontaneous preterm birth
DB00002,Recurrent Squamous Cell Carcinoma of the Head and Neck (SCCHN)
DB09035,Recurrent Squamous Cell Carcinoma of the Head and Neck (SCCHN)
DB09037,Recurrent Squamous Cell Carcinoma of the Head and Neck (SCCHN)
DB01030,Recurrent Stage IVB Cervical Cancer
DB10804,Recurrent stage T1 papillary tumors
DB10804,Recurrent stage Ta papillary tumors
DB00445,Recurrent Superficial Bladder Cancer
DB12768,Recurrent Superficial Bladder Cancer
DB00501,"Recurrent Ulcers, Duodenal and Gastric"
DB11364,Recurrent Upper Respiratory Tract Infections
DB15823,Recurrent Vaginal Infections
DB06228,Recurrent Venous Thromboembolism
DB06695,Recurrent Venous Thromboembolism
DB01118,Recurrent Ventricular fibrillation
DB12471,Recurrent Vulvovaginal Candidiasis
DB13055,Recurrent Vulvovaginal Candidiasis
DB09037,"Recurrent, locally advanced Adenocarcinomas of the Gastroesophageal Junction"
DB09037,"Recurrent, locally advanced Merkel Cell Carcinoma"
DB15766,"Recurrent, locally advanced Merkel Cell Carcinoma"
DB00762,"Recurrent, metastatic Colorectal carcinoma"
DB00642,"Recurrent, metastatic Non-squamous Non-small-cell Lung Cancer (NSQ NSCLC)"
DB09449,Red blood cell rejuvination therapy
DB00878,Red eye
DB01620,Red eye
DB06764,Red eye
DB15649,Red eye
DB00825,Redness of the scalp
DB13588,Reduced walking distance
DB09153,Reducing brain mass
DB13345,Reduction of Blood Flow
DB06723,Reflux Acid
DB06724,Reflux Acid
DB09281,Reflux Acid
DB09512,Reflux Acid
DB12532,Reflux Acid
DB13518,Reflux Acid
DB13913,Reflux Acid
DB11739,Reflux Esophagitis (RE)
DB13518,Reflux Esophagitis (RE)
DB01068,Refractory absence Seizures
DB05246,Refractory absence Seizures
DB00982,Refractory Acne vulgaris
DB00619,Refractory Acute Lymphoblastic Leukemia (ALL)
DB00631,Refractory Acute Lymphoblastic Leukemia (ALL)
DB00056,Refractory Acute Myeloid Leukemia (AML)
DB00631,Refractory Acute Myeloid Leukemia (AML)
DB13874,Refractory Acute Myeloid Leukemia (AML)
DB14568,Refractory Acute Myeloid Leukemia (AML)
DB16267,Refractory Acute Myeloid Leukemia (AML)
DB01169,Refractory Acute Promyelocytic Leukemia
DB01590,Refractory Advanced Renal Cell Carcinoma
DB00853,Refractory Anaplastic astrocytoma
DB08865,Refractory Anaplastic Large Cell Lymphoma
DB00928,Refractory Anemia
DB00928,Refractory Anemia With Excess Blasts in Transformation
DB00928,Refractory Anemia With Excess of Blasts (RAEB)
DB00928,Refractory Anemia With Ringed Sideroblasts
DB00681,Refractory aspergillosis
DB00087,Refractory Autoimmune Hemolytic Anemia
DB05889,Refractory B-cell precursor acute lymphoblastic leukemia
DB09052,Refractory B-cell precursor acute lymphoblastic leukemia
DB13881,Refractory B-cell precursor acute lymphoblastic leukemia
DB15699,Refractory B-cell precursor acute lymphoblastic leukemia
DB00570,Refractory Breast cancer
DB00486,Refractory Chemotherapy-Induced Nausea and Vomiting (CINV)
DB00327,Refractory Chronic Cough
DB06480,Refractory Chronic idiopathic constipation
DB11952,Refractory Chronic Lymphocytic Leukemia (CLL)
DB09037,Refractory Classical Hodgkin's Lymphoma
DB01030,Refractory CNS lymphoma
DB01030,Refractory CNS malignancy
DB01080,Refractory Complex partial seizures
DB00307,Refractory Cutaneous T-cell Lymphoma
DB00553,Refractory Cutaneous T-cell Lymphoma
DB00480,Refractory Diffuse Large B Cell Lymphoma (DLBCL)
DB13881,Refractory Diffuse Large B Cell Lymphoma (DLBCL)
DB13915,Refractory Diffuse Large B Cell Lymphoma (DLBCL)
DB16222,Refractory Diffuse Large B Cell Lymphoma (DLBCL)
DB16371,Refractory Diffuse Large B Cell Lymphoma (DLBCL)
DB16582,Refractory Diffuse Large B Cell Lymphoma (DLBCL)
DB16672,Refractory Diffuse Large B Cell Lymphoma (DLBCL)
DB11942,"Refractory Diffuse Large B-Cell Lymphoma, Not Otherwise Specified"
DB12240,"Refractory Diffuse Large B-Cell Lymphoma, Not Otherwise Specified"
DB15044,"Refractory Diffuse Large B-Cell Lymphoma, Not Otherwise Specified"
DB16222,"Refractory Diffuse Large B-Cell Lymphoma, Not Otherwise Specified"
DB16371,"Refractory Diffuse Large B-Cell Lymphoma, Not Otherwise Specified"
DB00523,Refractory Eczema of the hand
DB00829,Refractory Epilepsy
DB08881,Refractory Erdheim-Chester disease
DB00853,Refractory Ewing Sarcoma
DB01577,Refractory exogenous obesity
DB01101,Refractory Fallopian Tube Carcinoma
DB00073,Refractory follicular B-cell non-Hodgkin's lymphoma
DB00070,Refractory Follicular Lymphoma
DB08935,Refractory Follicular Lymphoma
DB12887,Refractory Follicular Lymphoma
DB13881,Refractory Follicular Lymphoma
DB13915,Refractory Follicular Lymphoma
DB04868,Refractory Gastrointestinal stromal tumor
DB01041,Refractory Graft versus host disease
DB09118,Refractory Grand mal Generalized tonic-clonic seizure
DB13915,Refractory High Grade B-cell Lymphoma (HGBCL)
DB16222,Refractory High Grade B-cell Lymphoma (HGBCL)
DB00262,Refractory Hodgkin Lymphoma
DB00958,Refractory Hodgkin Lymphoma
DB01206,Refractory Hodgkin Lymphoma
DB06769,Refractory Hodgkin Lymphoma
DB06643,Refractory Hypercalcemia of malignancy
DB00335,Refractory Hypertension
DB00087,Refractory Idiopathic thrombocytopenic purpura
DB00250,Refractory Idiopathic thrombocytopenic purpura
DB01406,Refractory immune thrombocytopenia
DB05332,Refractory immune thrombocytopenia
DB06769,Refractory indolent B cell non-hodgkin lymphoma
DB08865,Refractory Inflammatory Myofibroblastic Tumors
DB00631,Refractory Langerhans cell histiocytosis
DB13915,Refractory Large B-cell Lymphoma
DB16582,Refractory Large B-cell Lymphoma
