diseaseId	diseaseName	type	MeSH_tree_number	MeSH_heading
C1865880	Hyperkalemic metabolic acidosis	phenotype	C18	   Nutritional and Metabolic Diseases
C1960272	Latent autoimmune diabetes mellitus in adult	disease	C18	   Nutritional and Metabolic Diseases
C0033300	Progeria	disease	C18	   Nutritional and Metabolic Diseases
C3536715	AA amyloidosis	disease	C18	   Nutritional and Metabolic Diseases
C0085078	Lysosomal Storage Diseases	group	C18	   Nutritional and Metabolic Diseases
C0268689	Vitamin D-dependent rickets, type 1	disease	C18	   Nutritional and Metabolic Diseases
C1563697	Chromosome Instability Syndromes	disease	C18	   Nutritional and Metabolic Diseases
C1535978	Hyperchylomicronemia	phenotype	C18	   Nutritional and Metabolic Diseases
C0020597	Hypobetalipoproteinemias	disease	C18	   Nutritional and Metabolic Diseases
C0268162	Pentosuria	disease	C18	   Nutritional and Metabolic Diseases
C0398561	Glucose phosphate isomerase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0268569	Intermittent Maple Syrup Urine Disease	disease	C18	   Nutritional and Metabolic Diseases
C0001122	Acidosis	phenotype	C18	   Nutritional and Metabolic Diseases
C0220993	Cystathioninuria	phenotype	C18	   Nutritional and Metabolic Diseases
C1864954	Fasting hyperinsulinemia	phenotype	C18	   Nutritional and Metabolic Diseases
C3492932	Lactic Acidosis, Congenital Infantile, Due To Lad Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C3854388	Hyperferritinaemia	disease	C18	   Nutritional and Metabolic Diseases
C0235419	Hyperuricemic nephropathy	disease	C18	   Nutritional and Metabolic Diseases
C1833382	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE IV (disorder)	disease	C18	   Nutritional and Metabolic Diseases
C1853892	Dimethylglycine Dehydrogenase Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C2718304	Sulfoiduronate Sulfatase Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0391820	Gouty nephropathy	disease	C18	   Nutritional and Metabolic Diseases
C1533628	Pseudo-Zellweger syndrome	disease	C18	   Nutritional and Metabolic Diseases
C2750078	Hypophosphatemic Rickets, Autosomal Recessive, 2	disease	C18	   Nutritional and Metabolic Diseases
C1844917	Intermittent lactic acidemia	disease	C18	   Nutritional and Metabolic Diseases
C2931536	Methylmalonyl-Coenzyme A mutase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0268382	Amyloid nephropathy	disease	C18	   Nutritional and Metabolic Diseases
C1527352	Hepatic Form of Wilson Disease	disease	C18	   Nutritional and Metabolic Diseases
C0175694	Smith-Lemli-Opitz Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C1394891	Intrinsic Factor Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0850671	Non-diabetic hyperglycemia	disease	C18	   Nutritional and Metabolic Diseases
C0268528	Hyperprolinemia	disease	C18	   Nutritional and Metabolic Diseases
C0268397	Amyloidosis, Primary Cutaneous	disease	C18	   Nutritional and Metabolic Diseases
C0342276	Maturity onset diabetes mellitus in young	disease	C18	   Nutritional and Metabolic Diseases
C2937225	Biotin deficiency disease	disease	C18	   Nutritional and Metabolic Diseases
C0268060	Juvenile hemochromatosis	disease	C18	   Nutritional and Metabolic Diseases
C0268218	Maroteaux-Lamy syndrome, mild form	disease	C18	   Nutritional and Metabolic Diseases
C1328349	Neuropathy ataxia and retinis pigmentosa	disease	C18	   Nutritional and Metabolic Diseases
C0034341	Pyruvate Carboxylase Deficiency Disease	disease	C18	   Nutritional and Metabolic Diseases
C1835845	Mitochondrial Phosphate Carrier Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0392514	Hereditary hemochromatosis	disease	C18	   Nutritional and Metabolic Diseases
C0035528	Riboflavin Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0751285	Maple Syrup Urine Disease, Thiamine Responsive	disease	C18	   Nutritional and Metabolic Diseases
C2931875	Albinism with hemorrhagic diathesis and pigmented reticuloendothelial cells	disease	C18	   Nutritional and Metabolic Diseases
C2752015	Glycogen Storage Disease XIV	disease	C18	   Nutritional and Metabolic Diseases
C1739108	Latent Autoimmune Diabetes in Adults	disease	C18	   Nutritional and Metabolic Diseases
C4750999	Ocular albinism with congenital sensorineural deafness	disease	C18	   Nutritional and Metabolic Diseases
C2718068	beta-Galactosidase Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C3495552	Cystathionase Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C2675179	Arginine:Glycine Amidinotransferase Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C4282398	Sialidase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0268252	Late-Onset Globoid Cell Leukodystrophy	disease	C18	   Nutritional and Metabolic Diseases
C0750968	Central Nervous System Metabolic Disorders	disease	C18	   Nutritional and Metabolic Diseases
C4048705	Hypermethioninemia	phenotype	C18	   Nutritional and Metabolic Diseases
C0162429	Malnutrition	disease	C18	   Nutritional and Metabolic Diseases
C1850597	Leigh Syndrome Due To Mitochondrial Complex II Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C3711531	Hdl Deficiency, Type 2	disease	C18	   Nutritional and Metabolic Diseases
C1859133	RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1	disease	C18	   Nutritional and Metabolic Diseases
C0078918	Albinism, Oculocutaneous	disease	C18	   Nutritional and Metabolic Diseases
C0342737	3-Hydroxyisobutyric aciduria	disease	C18	   Nutritional and Metabolic Diseases
C0268383	Familial amyloid polyneuropathy, type VI	disease	C18	   Nutritional and Metabolic Diseases
C1836797	Combined Oxidative Phosphorylation Deficiency 1	disease	C18	   Nutritional and Metabolic Diseases
C3161106	Pulmonary interstitial glycogenosis	disease	C18	   Nutritional and Metabolic Diseases
C2930989	Maple syrup urine disease, type 1A	disease	C18	   Nutritional and Metabolic Diseases
C0451696	Major histocompatibility complex class II deficiency	disease	C18	   Nutritional and Metabolic Diseases
C3695272	Oculocutaneous albinism type 6	disease	C18	   Nutritional and Metabolic Diseases
C0005750	Blind Loop Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C0282529	Chondrodysplasia Punctata, Rhizomelic	disease	C18	   Nutritional and Metabolic Diseases
C0271693	Acquired generalized lipodystrophy	disease	C18	   Nutritional and Metabolic Diseases
C0268151	Classical galactosemia	disease	C18	   Nutritional and Metabolic Diseases
C4552187	Cardiac iron overload	disease	C18	   Nutritional and Metabolic Diseases
C4551505	Methylcrotonyl-CoA carboxylase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0175683	Citrullinemia	disease	C18	   Nutritional and Metabolic Diseases
C0032708	Disorders of Porphyrin Metabolism	group	C18	   Nutritional and Metabolic Diseases
C3550973	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5	disease	C18	   Nutritional and Metabolic Diseases
C1844836	Ayazi syndrome	phenotype	C18	   Nutritional and Metabolic Diseases
C0268547	Argininosuccinic Aciduria	disease	C18	   Nutritional and Metabolic Diseases
C0029458	Osteoporosis, Postmenopausal	disease	C18	   Nutritional and Metabolic Diseases
C0268419	Acatalasia	disease	C18	   Nutritional and Metabolic Diseases
C0085390	Li-Fraumeni Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C1833429	D-2-hydroxyglutaric aciduria	disease	C18	   Nutritional and Metabolic Diseases
C0268561	Hyperglycinemia, Nonketotic, Type I	disease	C18	   Nutritional and Metabolic Diseases
C0026705	Mucopolysaccharidosis II	disease	C18	   Nutritional and Metabolic Diseases
C1969039	Renal Tubular Acidosis, Distal, With Normal Red Cell Morphology	disease	C18	   Nutritional and Metabolic Diseases
C1864002	GRACILE SYNDROME (disorder)	disease	C18	   Nutritional and Metabolic Diseases
C1849320	Sandhoff Disease, Adult Type	disease	C18	   Nutritional and Metabolic Diseases
C0342942	Generalized obesity	disease	C18	   Nutritional and Metabolic Diseases
C2751492	AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED	disease	C18	   Nutritional and Metabolic Diseases
C0598784	Dyslipoproteinemias	phenotype	C18	   Nutritional and Metabolic Diseases
C0221252	Eruptive xanthoma	disease	C18	   Nutritional and Metabolic Diseases
C0151691	Decreased HDL cholesterol concentration	phenotype	C18	   Nutritional and Metabolic Diseases
C0345407	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3	disease	C18	   Nutritional and Metabolic Diseases
C0393590	Fahr's syndrome (disorder)	disease	C18	   Nutritional and Metabolic Diseases
C0432291	Mandibuloacral dysostosis	disease	C18	   Nutritional and Metabolic Diseases
C3179194	GALNS Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0342288	Insulin-dependent diabetes mellitus secretory diarrhea syndrome	disease	C18	   Nutritional and Metabolic Diseases
C0268595	Glutaric aciduria, type 1	disease	C18	   Nutritional and Metabolic Diseases
C1856127	Bile acid synthesis defect, congenital, 2	disease	C18	   Nutritional and Metabolic Diseases
C4302195	Hypocalcemic rickets	disease	C18	   Nutritional and Metabolic Diseases
C0086650	MPS III D	disease	C18	   Nutritional and Metabolic Diseases
C0017980	Glycosuria, Renal	disease	C18	   Nutritional and Metabolic Diseases
C2931783	Amelogenesis imperfecta nephrocalcinosis	disease	C18	   Nutritional and Metabolic Diseases
C0268381	Primary amyloidosis	disease	C18	   Nutritional and Metabolic Diseases
C0342759	Primary lactose intolerance	disease	C18	   Nutritional and Metabolic Diseases
C0078917	Albinism, Ocular	disease	C18	   Nutritional and Metabolic Diseases
C4687396	Zellweger Spectrum Disorder	disease	C18	   Nutritional and Metabolic Diseases
C0268247	Niemann-Pick Disease, Type D	disease	C18	   Nutritional and Metabolic Diseases
C1970173	Acyl-CoA Dehydrogenase Family, Member 9, Deficiency of	disease	C18	   Nutritional and Metabolic Diseases
C1291329	Transaldolase Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0282643	Smith-Lemli-Opitz Syndrome, Type I	disease	C18	   Nutritional and Metabolic Diseases
C0043208	Wolman Disease	disease	C18	   Nutritional and Metabolic Diseases
C3469521	FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)	disease	C18	   Nutritional and Metabolic Diseases
C4751204	Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C1963826	Mitochondrial enzyme deficiency	disease	C18	   Nutritional and Metabolic Diseases
C1704214	Lipogranuloma	disease	C18	   Nutritional and Metabolic Diseases
C1835922	Aminoacylase 1 deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0752048	Hypocatalasemia	disease	C18	   Nutritional and Metabolic Diseases
C0342770	Fumarase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0268124	Adenosine deaminase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0039621	Tetany	disease	C18	   Nutritional and Metabolic Diseases
C2752027	Glycogen Storage Disease XIII	disease	C18	   Nutritional and Metabolic Diseases
C3267007	Hypercalcitoninaemia	disease	C18	   Nutritional and Metabolic Diseases
C0751383	Juvenile Neuronal Ceroid Lipofuscinosis	disease	C18	   Nutritional and Metabolic Diseases
C0162672	MERRF Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C1855114	Methylmalonic Aciduria due to Methylmalonyl-CoA Mutase Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0271703	Factitious hypoglycemia	disease	C18	   Nutritional and Metabolic Diseases
C2936779	Hydroxymethylbilane Synthase Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0017919	Glycogen Storage Disease	group	C18	   Nutritional and Metabolic Diseases
C4751570	Ferro-cerebro-cutaneous syndrome	disease	C18	   Nutritional and Metabolic Diseases
C1970808	Xeroderma Pigmentosum B-Cockayne Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C1849435	Renal tubular acidosis, distal, type 3	disease	C18	   Nutritional and Metabolic Diseases
C3711391	6q24-Related Transient Neonatal Diabetes Mellitus	disease	C18	   Nutritional and Metabolic Diseases
C0268278	Infantile GM 2 gangliosidosis	disease	C18	   Nutritional and Metabolic Diseases
C0241831	Cerebral salt-wasting syndrome	disease	C18	   Nutritional and Metabolic Diseases
C0026708	Mucopolysaccharidosis V	disease	C18	   Nutritional and Metabolic Diseases
C0398794	Hypopigmentation-immunodeficiency disease	disease	C18	   Nutritional and Metabolic Diseases
C0554119	Pancreatic malabsorption	disease	C18	   Nutritional and Metabolic Diseases
C1859518	Beta-Aminoisobutyric Acid, Urinary Excretion of	disease	C18	   Nutritional and Metabolic Diseases
C1333990	Hereditary Nonpolyposis Colorectal Cancer	disease	C18	   Nutritional and Metabolic Diseases
C1833372	HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE III	disease	C18	   Nutritional and Metabolic Diseases
C0521802	Congenital atransferrinemia	disease	C18	   Nutritional and Metabolic Diseases
C1833104	DIABETES MELLITUS, PERMANENT NEONATAL	disease	C18	   Nutritional and Metabolic Diseases
C0220996	Infantile scurvy	disease	C18	   Nutritional and Metabolic Diseases
C0221014	Reactive systemic amyloidosis	disease	C18	   Nutritional and Metabolic Diseases
C1263733	Uroporphyrinuria	disease	C18	   Nutritional and Metabolic Diseases
C1856689	FRIEDREICH ATAXIA 1	disease	C18	   Nutritional and Metabolic Diseases
C2749345	Refsum Disease, Adult, 1	disease	C18	   Nutritional and Metabolic Diseases
C1865292	Nonketotic hypoglycemia	phenotype	C18	   Nutritional and Metabolic Diseases
C0751753	Carbamoyl-Phosphate Synthase I Deficiency Disease	disease	C18	   Nutritional and Metabolic Diseases
C0268525	5-oxoprolinase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0036489	Sea-Blue Histiocyte Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C2675066	Lymphedema-Distichiasis Syndrome with Renal Disease and Diabetes Mellitus	disease	C18	   Nutritional and Metabolic Diseases
C0025517	Metabolic Diseases	group	C18	   Nutritional and Metabolic Diseases
C1291620	Deficiency of bisphosphoglycerate mutase	disease	C18	   Nutritional and Metabolic Diseases
C1960539	Aromatase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0342708	Gamma aminobutyric acid transaminase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0348951	Imbalance of constituents of food intake	phenotype	C18	   Nutritional and Metabolic Diseases
C4303479	Homocystinuria without methylmalonic aciduria	disease	C18	   Nutritional and Metabolic Diseases
C2931872	Free sialic acid storage disease	disease	C18	   Nutritional and Metabolic Diseases
C3888307	CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, FLEMISH VARIANT	disease	C18	   Nutritional and Metabolic Diseases
C1852092	DIABETES MELLITUS, INSULIN-DEPENDENT, 2	disease	C18	   Nutritional and Metabolic Diseases
C0268407	Senile cardiac amyloidosis	disease	C18	   Nutritional and Metabolic Diseases
C4551500	Amyloid Polyneuropathy, Iowa Type	disease	C18	   Nutritional and Metabolic Diseases
C0268581	Holocarboxylase Synthetase Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0085569	Metabolic acidosis, NAG, acidifying salts	disease	C18	   Nutritional and Metabolic Diseases
C0017921	Glycogen storage disease type II	disease	C18	   Nutritional and Metabolic Diseases
C2931008	Congenital disorder of glycosylation type 2A	disease	C18	   Nutritional and Metabolic Diseases
C0017926	Glycogen Storage Disease Type VII	disease	C18	   Nutritional and Metabolic Diseases
C1855861	Glycogen Storage Disease 0, Liver	disease	C18	   Nutritional and Metabolic Diseases
C0268583	Methylmalonic acidemia	phenotype	C18	   Nutritional and Metabolic Diseases
C1849321	Sandhoff Disease, Juvenile Type	disease	C18	   Nutritional and Metabolic Diseases
C0342684	Ocular albinism, type I	disease	C18	   Nutritional and Metabolic Diseases
C0268197	Familial lipoprotein deficiency	disease	C18	   Nutritional and Metabolic Diseases
C1848913	Tay-Sachs Disease, Juvenile	disease	C18	   Nutritional and Metabolic Diseases
C0268413	Adult hypophosphatasia (disorder)	disease	C18	   Nutritional and Metabolic Diseases
C1855553	Pyruvate Dehydrogenase E3-Binding Protein Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C4048195	Autosomal dominant hypocalcemia	disease	C18	   Nutritional and Metabolic Diseases
C0235394	Wasting	disease	C18	   Nutritional and Metabolic Diseases
C0521174	Microcalcification	phenotype	C18	   Nutritional and Metabolic Diseases
C4025275	Generalized distal tubular acidosis	disease	C18	   Nutritional and Metabolic Diseases
C4755314	Autosomal recessive cutis laxa type 2B	disease	C18	   Nutritional and Metabolic Diseases
C2751643	Glycogen Storage Disease IXC	disease	C18	   Nutritional and Metabolic Diseases
C1970109	AROMATASE EXCESS SYNDROME	disease	C18	   Nutritional and Metabolic Diseases
C0268445	Normokalemic Periodic Paralysis	disease	C18	   Nutritional and Metabolic Diseases
C1737223	Secondary hypoparathyroidism	disease	C18	   Nutritional and Metabolic Diseases
C0282528	Peroxisomal Disorders	group	C18	   Nutritional and Metabolic Diseases
C3151209	Hyperuricemia, pulmonary hypertension, renal failure, alkalosis syndrome	disease	C18	   Nutritional and Metabolic Diseases
C0268233	GALACTOSIALIDOSIS	disease	C18	   Nutritional and Metabolic Diseases
C0043121	Wernicke Encephalopathy	disease	C18	   Nutritional and Metabolic Diseases
C0887866	Monckeberg Medial Calcific Sclerosis	disease	C18	   Nutritional and Metabolic Diseases
C1337035	Xanthogranulomatous cholecystitis	disease	C18	   Nutritional and Metabolic Diseases
C2585350	Hereditary hyperhomocysteinemia	disease	C18	   Nutritional and Metabolic Diseases
C0268417	Pancreatic trypsinogen deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0268238	Triglyceride storage disease with ichthyosis	disease	C18	   Nutritional and Metabolic Diseases
C0242699	Bone Demineralization, Pathologic	disease	C18	   Nutritional and Metabolic Diseases
C0342289	Diabetes-deafness syndrome maternally transmitted (disorder)	disease	C18	   Nutritional and Metabolic Diseases
C0162671	MELAS Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C0006664	Calcinosis cutis	disease	C18	   Nutritional and Metabolic Diseases
C0023520	Leukodystrophy	disease	C18	   Nutritional and Metabolic Diseases
C0042850	Vitamin B Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0023195	Lecithin Acyltransferase Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0020631	Familial hypophosphatemia	disease	C18	   Nutritional and Metabolic Diseases
C0268601	HMG CoA lyase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C4750855	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0403477	Medullary nephrocalcinosis	disease	C18	   Nutritional and Metabolic Diseases
C1855520	Hyperglycemia, Postprandial	phenotype	C18	   Nutritional and Metabolic Diseases
C0221248	Tophus	disease	C18	   Nutritional and Metabolic Diseases
C2751493	Cerebral Amyloid Angiopathy, Gsn-Related	disease	C18	   Nutritional and Metabolic Diseases
C0751710	Peroxisomal Dysfunction, Single	disease	C18	   Nutritional and Metabolic Diseases
C1838259	DIABETES MELLITUS, INSULIN-DEPENDENT, 7	disease	C18	   Nutritional and Metabolic Diseases
C0751709	Peroxisomal Dysfunction, Multiple	disease	C18	   Nutritional and Metabolic Diseases
C0220711	Long chain acyl-CoA dehydrogenase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0751039	Cockayne Syndrome, Type I	disease	C18	   Nutritional and Metabolic Diseases
C0268514	Urocanase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0149877	Hypoglycemic encephalopathy	disease	C18	   Nutritional and Metabolic Diseases
C2931121	Meier Blumberg Imahorn syndrome	disease	C18	   Nutritional and Metabolic Diseases
C0029453	Osteopenia	disease	C18	   Nutritional and Metabolic Diseases
C0751197	Fulminant Hepatic Failure with Cerebral Edema	disease	C18	   Nutritional and Metabolic Diseases
C0085132	Mucopolysaccharidosis VII	disease	C18	   Nutritional and Metabolic Diseases
C0242339	Dyslipidemias	group	C18	   Nutritional and Metabolic Diseases
C0936215	Vitamin B 6 Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0585006	Deficiency of enoyl-CoA hydratase	disease	C18	   Nutritional and Metabolic Diseases
C4021729	Increased VLDL cholesterol concentration	phenotype	C18	   Nutritional and Metabolic Diseases
C0032897	Prader-Willi Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C2931746	Sulfocysteinuria	disease	C18	   Nutritional and Metabolic Diseases
C1832612	Hypocalcemia, Autosomal Dominant, with Bartter Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C0271583	ACTH Deficiency, Isolated	disease	C18	   Nutritional and Metabolic Diseases
C4706412	Autosomal recessive cerebellar ataxia with late-onset spasticity	disease	C18	   Nutritional and Metabolic Diseases
C0086795	Pfaundler-Hurler Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C0026703	Mucopolysaccharidoses	disease	C18	   Nutritional and Metabolic Diseases
C0392445	Necrobiosis Lipoidica Diabeticorum	disease	C18	   Nutritional and Metabolic Diseases
C0264802	Dilated cardiomyopathy secondary to metabolic disorder	disease	C18	   Nutritional and Metabolic Diseases
C1850406	NAVAJO NEUROHEPATOPATHY	disease	C18	   Nutritional and Metabolic Diseases
C4721811	Adenylosuccinate lyase deficiency type 1	disease	C18	   Nutritional and Metabolic Diseases
C1257958	Glucose Metabolism Disorders	group	C18	   Nutritional and Metabolic Diseases
C1704417	Hyperlipoproteinemia Type IIb	disease	C18	   Nutritional and Metabolic Diseases
C0268621	Hepatic methionine adenosyltransferase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C2676786	Nephrolithiasis-Osteoporosis, Hypophosphatemic, 1	disease	C18	   Nutritional and Metabolic Diseases
C0342720	Adenosylcobalamin synthesis defect	disease	C18	   Nutritional and Metabolic Diseases
C0751597	Ataxia with Lactic Acidosis, Type I	disease	C18	   Nutritional and Metabolic Diseases
C1257964	Exogenous Hyperinsulinism	disease	C18	   Nutritional and Metabolic Diseases
C0473527	Hypoalphalipoproteinemias	disease	C18	   Nutritional and Metabolic Diseases
C1864839	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 7 (disorder)	disease	C18	   Nutritional and Metabolic Diseases
C2718017	TDP-43 Proteinopathies	disease	C18	   Nutritional and Metabolic Diseases
C0599458	glycosphingolipidoses	disease	C18	   Nutritional and Metabolic Diseases
C0340957	Congenital deficiency of intrinsic factor	disease	C18	   Nutritional and Metabolic Diseases
C0155210	Eyelid Xanthoma	disease	C18	   Nutritional and Metabolic Diseases
C1868679	GRISCELLI SYNDROME, TYPE 2	disease	C18	   Nutritional and Metabolic Diseases
C0268386	Amyloid Polyneuropathy, Swiss Type	disease	C18	   Nutritional and Metabolic Diseases
C4751567	Polyglucosan body myopathy type 1	disease	C18	   Nutritional and Metabolic Diseases
C1864840	Combined Oxidative Phosphorylation Deficiency 3	disease	C18	   Nutritional and Metabolic Diseases
C0029456	Osteoporosis	disease	C18	   Nutritional and Metabolic Diseases
C0853085	Decreased LDL cholesterol concentration	phenotype	C18	   Nutritional and Metabolic Diseases
C0282220	Amaurotic Familial Idiocy	disease	C18	   Nutritional and Metabolic Diseases
C0221468	Vitamin D-dependent rickets	disease	C18	   Nutritional and Metabolic Diseases
C0268276	Juvenile GM 2 gangliosidosis	disease	C18	   Nutritional and Metabolic Diseases
C0268524	gamma-Glutamyltransferase deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0001126	Renal tubular acidosis	phenotype	C18	   Nutritional and Metabolic Diseases
C0554103	Intestinal malabsorption of fat	phenotype	C18	   Nutritional and Metabolic Diseases
C1833102	DIABETES MELLITUS, PERMANENT NEONATAL, WITH NEUROLOGIC FEATURES	disease	C18	   Nutritional and Metabolic Diseases
C3160739	FANCONI ANEMIA, COMPLEMENTATION GROUP E	disease	C18	   Nutritional and Metabolic Diseases
C1970827	Phosphoribosylpyrophosphate Synthetase Superactivity	disease	C18	   Nutritional and Metabolic Diseases
C0017924	Glycogen Storage Disease Type V	disease	C18	   Nutritional and Metabolic Diseases
C0342889	Secondary hypertriglyceridemia	disease	C18	   Nutritional and Metabolic Diseases
C0406612	Encephalocraniocutaneous lipomatosis	disease	C18	   Nutritional and Metabolic Diseases
C1865644	Plantar Lipomatosis, Unusual Facies, and Developmental Delay	disease	C18	   Nutritional and Metabolic Diseases
C2937224	Constitutional obesity	disease	C18	   Nutritional and Metabolic Diseases
C4317295	Congenital disorder of glycosylation type 1s	disease	C18	   Nutritional and Metabolic Diseases
C0264080	Juvenile osteoporosis	disease	C18	   Nutritional and Metabolic Diseases
C4551680	Generalized osteoporosis	disease	C18	   Nutritional and Metabolic Diseases
C0596848	lipoprotein disorder	disease	C18	   Nutritional and Metabolic Diseases
C1970309	Renal Tubular Acidosis, Proximal, With Ocular Abnormalities And Mental Retardation	disease	C18	   Nutritional and Metabolic Diseases
C2677889	Protoporphyria, Erythropoietic, X-Linked Dominant	disease	C18	   Nutritional and Metabolic Diseases
C1848030	Hypotonia-Cystinuria Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C1835849	Congenital Disorder Of Glycosylation, Type Im	disease	C18	   Nutritional and Metabolic Diseases
C0268600	3-methylcrotonyl CoA carboxylase 1 deficiency	disease	C18	   Nutritional and Metabolic Diseases
C0009405	Hereditary Nonpolyposis Colorectal Neoplasms	group	C18	   Nutritional and Metabolic Diseases
C3694532	Glycogen storage disease, type IXA	disease	C18	   Nutritional and Metabolic Diseases
C1860808	Triosephosphate Isomerase Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C2677524	Hypophosphatemic Rickets And Hyperparathyroidism	disease	C18	   Nutritional and Metabolic Diseases
C0342727	3-@METHYLGLUTACONIC ACIDURIA, TYPE I	disease	C18	   Nutritional and Metabolic Diseases
C0158981	Neonatal diabetes mellitus	disease	C18	   Nutritional and Metabolic Diseases
C1841651	Heme Oxygenase 1 Deficiency	disease	C18	   Nutritional and Metabolic Diseases
C2936797	Acid cholesteryl ester hydrolase deficiency, type 2	disease	C18	   Nutritional and Metabolic Diseases
C0268274	Gangliosidoses, GM2	disease	C18	   Nutritional and Metabolic Diseases
C1854704	Metabolic Ketosis	phenotype	C18	   Nutritional and Metabolic Diseases
C0268128	Orotic aciduria	phenotype	C18	   Nutritional and Metabolic Diseases
C0162565	Acute intermittent porphyria	disease	C18	   Nutritional and Metabolic Diseases
C0268626	Juvenile nephropathic cystinosis (disorder)	disease	C18	   Nutritional and Metabolic Diseases
C3875011	Familial hyperalphalipoproteinemia	disease	C18	   Nutritional and Metabolic Diseases
C0026707	Mucopolysaccharidosis IV	disease	C18	   Nutritional and Metabolic Diseases
C1956349	Cerebral Amyloid Angiopathy, Genetic	disease	C18	   Nutritional and Metabolic Diseases
C1864651	GAUCHER DISEASE, ATYPICAL, DUE TO SAPOSIN C DEFICIENCY	disease	C18	   Nutritional and Metabolic Diseases
C0038187	Starvation	phenotype	C18	   Nutritional and Metabolic Diseases
C0268632	Homocarnosinosis	disease	C18	   Nutritional and Metabolic Diseases
C0398791	Nijmegen Breakage Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C1840348	Hypocalciuric Hypercalcemia, Acquired	disease	C18	   Nutritional and Metabolic Diseases
C1865290	Hyperinsulinemic hypoglycemia, familial, 3	disease	C18	   Nutritional and Metabolic Diseases
C2931784	Amyloid angiopathy	disease	C18	   Nutritional and Metabolic Diseases
C2931013	Cystinosis, benign, nonnephropathic	disease	C18	   Nutritional and Metabolic Diseases
C1838457	FANCONI ANEMIA, COMPLEMENTATION GROUP D1	disease	C18	   Nutritional and Metabolic Diseases
C0035091	Renal Tubular Transport, Inborn Errors	group	C18	   Nutritional and Metabolic Diseases
C1283620	Sucrase-isomaltase deficiency, congenital	disease	C18	   Nutritional and Metabolic Diseases
C0005859	Bloom Syndrome	disease	C18	   Nutritional and Metabolic Diseases
C1847720	Hypermethioninemia due to deficiency of glycine N-methyltransferase	disease	C18	   Nutritional and Metabolic Diseases
