diseaseNID	diseaseClassNID	diseaseClassNID	vocabulary	diseaseClass	diseaseClassName	diseaseNID	diseaseId	diseaseName	type
15762	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15762	C1833030	PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC	disease
6592	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6592	C0268757	SLE glomerulonephritis syndrome, WHO class IV	disease
20532	22	22	MSH	C17	   Skin and Connective Tissue Diseases	20532	C2677535	Alopecia, Neurologic Defects, and Endocrinopathy Syndrome	disease
9273	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9273	C0406409	Aquagenic pruritus	phenotype
22912	22	22	MSH	C17	   Skin and Connective Tissue Diseases	22912	C3541994	Drug Hypersensitivity Syndrome	disease
5794	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5794	C0264097	Calcaneal apophysitis	disease
1777	22	22	MSH	C17	   Skin and Connective Tissue Diseases	1777	C0023656	Lichenoid drug eruption	disease
3452	22	22	MSH	C17	   Skin and Connective Tissue Diseases	3452	C0086196	Eczema, Infantile	disease
2687	22	22	MSH	C17	   Skin and Connective Tissue Diseases	2687	C0035468	Rhinoscleroma	disease
16130	22	22	MSH	C17	   Skin and Connective Tissue Diseases	16130	C1836735	hypopigmented skin patch	phenotype
5733	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5733	C0263485	Clastothrix	disease
10853	22	22	MSH	C17	   Skin and Connective Tissue Diseases	10853	C0599055	Waldenstrom's disease	disease
8140	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8140	C0341012	Oral herpes simplex infection	disease
10261	22	22	MSH	C17	   Skin and Connective Tissue Diseases	10261	C0521719	Clouding of corneal stroma	disease
11300	22	22	MSH	C17	   Skin and Connective Tissue Diseases	11300	C0743086	Granulomatous dermatitis	disease
9308	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9308	C0406709	Hay-Wells syndrome	disease
9275	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9275	C0406438	Pterygium of nail	disease
5173	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5173	C0236024	Edema of pharynx	phenotype
783	22	22	MSH	C17	   Skin and Connective Tissue Diseases	783	C0011644	Scleroderma	disease
1018	22	22	MSH	C17	   Skin and Connective Tissue Diseases	1018	C0015230	Exanthema	phenotype
8624	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8624	C0346153	Breast Cancer, Familial	disease
13771	22	22	MSH	C17	   Skin and Connective Tissue Diseases	13771	C1291245	Cortisone reductase deficiency	disease
19021	22	22	MSH	C17	   Skin and Connective Tissue Diseases	19021	C1864795	Superior pectus carinatum	phenotype
9530	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9530	C0425791	Peau d'orange surface of breast	phenotype
17717	22	22	MSH	C17	   Skin and Connective Tissue Diseases	17717	C1853258	Seborrhea-Like Dermatitis with Psoriasiform Elements	disease
10731	22	22	MSH	C17	   Skin and Connective Tissue Diseases	10731	C0581342	Redundant skin	phenotype
29146	22	22	MSH	C17	   Skin and Connective Tissue Diseases	29146	C4551484	Leopard Syndrome 1	disease
11720	22	22	MSH	C17	   Skin and Connective Tissue Diseases	11720	C0751422	Hereditary Autoinflammatory Diseases	group
4250	22	22	MSH	C17	   Skin and Connective Tissue Diseases	4250	C0162817	Skin Diseases, Eczematous	group
8625	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8625	C0346154	Malignant phyllodes tumor of breast	disease
14502	22	22	MSH	C17	   Skin and Connective Tissue Diseases	14502	C1335931	Breast Sclerosing Adenosis	disease
12093	22	22	MSH	C17	   Skin and Connective Tissue Diseases	12093	C0795915	Winter Shortland Temple syndrome	disease
2819	22	22	MSH	C17	   Skin and Connective Tissue Diseases	2819	C0037286	Skin Neoplasms	group
12634	22	22	MSH	C17	   Skin and Connective Tissue Diseases	12634	C0860439	Mottled pigmentation	phenotype
5703	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5703	C0263314	Pemphigus and fogo selvagem	disease
3618	22	22	MSH	C17	   Skin and Connective Tissue Diseases	3618	C0151480	Anti-nuclear factor positive	phenotype
13535	22	22	MSH	C17	   Skin and Connective Tissue Diseases	13535	C1269841	Keratosis lichenoides chronica	disease
5886	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5886	C0265000	Ulcer of artery	disease
19429	22	22	MSH	C17	   Skin and Connective Tissue Diseases	19429	C1869122	EHLERS-DANLOS SYNDROME, PROGEROID FORM	disease
2762	22	22	MSH	C17	   Skin and Connective Tissue Diseases	2762	C0036651	Solar lentigo	disease
9780	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9780	C0432300	Autosomal dominant ichthyosis vulgaris	disease
19044	22	22	MSH	C17	   Skin and Connective Tissue Diseases	19044	C1864872	Spondyloepimetaphyseal dysplasia, Genevieve type	disease
21559	22	22	MSH	C17	   Skin and Connective Tissue Diseases	21559	C2936846	Scarring alopecia	disease
13986	22	22	MSH	C17	   Skin and Connective Tissue Diseases	13986	C1313961	Trichorrhexis nodosa syndrome	disease
22124	22	22	MSH	C17	   Skin and Connective Tissue Diseases	22124	C3165106	Infiltrating duct carcinoma of female breast	disease
18042	22	22	MSH	C17	   Skin and Connective Tissue Diseases	18042	C1855900	HYPERTRICHOSIS, CONGENITAL GENERALIZED	disease
18362	22	22	MSH	C17	   Skin and Connective Tissue Diseases	18362	C1858302	Ectodermal dysplasia/ skin fragility syndrome	disease
7092	22	22	MSH	C17	   Skin and Connective Tissue Diseases	7092	C0276883	Zoonotic form of cutaneous leishmaniasis	disease
13564	22	22	MSH	C17	   Skin and Connective Tissue Diseases	13564	C1274297	Febrile Ulceronecrotic Mucha-Habermann disease	disease
179	22	22	MSH	C17	   Skin and Connective Tissue Diseases	179	C0002994	Angioedema	phenotype
6446	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6446	C0268347	Ehlers-Danlos Syndrome, Type VIII	disease
8400	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8400	C0343111	Naegeli syndrome	disease
10162	22	22	MSH	C17	   Skin and Connective Tissue Diseases	10162	C0519055	Renal involvement in scleroderma	disease
1825	22	22	MSH	C17	   Skin and Connective Tissue Diseases	1825	C0024143	Lupus Nephritis	disease
6084	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6084	C0266011	Accessory nipple	disease
2016	22	22	MSH	C17	   Skin and Connective Tissue Diseases	2016	C0026705	Mucopolysaccharidosis II	disease
15133	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15133	C1542647	bullous staphylococcal impetigo	disease
15360	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15360	C1704421	Skin Pigmentation Disorder	group
9318	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9318	C0406767	Keratoderma with scleroatrophy of the extremities	disease
15697	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15697	C1832465	Atrophia Maculosa Varioliformis Cutis, Familial	disease
28657	22	22	MSH	C17	   Skin and Connective Tissue Diseases	28657	C4509670	Rheumatoid arthritis in remission	disease
18265	22	22	MSH	C17	   Skin and Connective Tissue Diseases	18265	C1857624	COLLAGENOSIS, FAMILIAL REACTIVE PERFORATING	disease
9319	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9319	C0406775	Symmetrical dyschromatosis of extremities	disease
8593	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8593	C0345984	Solitary keratoacanthoma	disease
10664	22	22	MSH	C17	   Skin and Connective Tissue Diseases	10664	C0574769	Loss of scalp hair	phenotype
1805	22	22	MSH	C17	   Skin and Connective Tissue Diseases	1805	C0023931	Lobstein Disease	disease
14841	22	22	MSH	C17	   Skin and Connective Tissue Diseases	14841	C1449852	Erythematotelangiectatic Rosacea	disease
8572	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8572	C0345419	Cutis marmorata telangiectatica congenita	disease
6372	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6372	C0268141	Xeroderma pigmentosum, group G	disease
8626	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8626	C0346156	Benign neoplasm of breast	disease
21669	22	22	MSH	C17	   Skin and Connective Tissue Diseases	21669	C2986664	Multicentric Breast Carcinoma	disease
780	22	22	MSH	C17	   Skin and Connective Tissue Diseases	780	C0011630	Dermatomycoses	group
9307	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9307	C0406707	Basan syndrome	disease
14406	22	22	MSH	C17	   Skin and Connective Tissue Diseases	14406	C1334753	Breast Microglandular Adenosis	disease
29673	22	22	MSH	C17	   Skin and Connective Tissue Diseases	29673	C4704862	Polyarthritis, Juvenile, Rheumatoid Factor Positive	disease
2823	22	22	MSH	C17	   Skin and Connective Tissue Diseases	2823	C0037299	Skin Ulcer	phenotype
11623	22	22	MSH	C17	   Skin and Connective Tissue Diseases	11623	C0751202	Cystathionine beta-Synthase Deficiency Disease	disease
13031	22	22	MSH	C17	   Skin and Connective Tissue Diseases	13031	C0948976	Leukemic infiltration of skin	disease
6290	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6290	C0267561	Perianal fistula	disease
3712	22	22	MSH	C17	   Skin and Connective Tissue Diseases	3712	C0152002	Renal vasculitis	disease
27968	22	22	MSH	C17	   Skin and Connective Tissue Diseases	27968	C4303479	Homocystinuria without methylmalonic aciduria	disease
19	22	22	MSH	C17	   Skin and Connective Tissue Diseases	19	C0000887	Acantholysis	phenotype
20464	22	22	MSH	C17	   Skin and Connective Tissue Diseases	20464	C2676510	Spondylocheirodysplasia, Ehlers-Danlos Syndrome-Like	disease
5689	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5689	C0262977	Achromia of skin	phenotype
2176	22	22	MSH	C17	   Skin and Connective Tissue Diseases	2176	C0028425	Crusted scabies	disease
20810	22	22	MSH	C17	   Skin and Connective Tissue Diseases	20810	C2748507	INTERLEUKIN 1 RECEPTOR ANTAGONIST DEFICIENCY	disease
15970	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15970	C1835664	TYLOSIS WITH ESOPHAGEAL CANCER	disease
18668	22	22	MSH	C17	   Skin and Connective Tissue Diseases	18668	C1860850	Familial multiple trichodiscomas	disease
22914	22	22	MSH	C17	   Skin and Connective Tissue Diseases	22914	C3542022	SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME	disease
29162	22	22	MSH	C17	   Skin and Connective Tissue Diseases	29162	C4551501	AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 1	disease
15060	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15060	C1531394	Perinatal jaundice	disease
16478	22	22	MSH	C17	   Skin and Connective Tissue Diseases	16478	C1839736	WILSON-TURNER X-LINKED MENTAL RETARDATION SYNDROME	disease
15372	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15372	C1706004	Anhydrotic Ectodermal Dysplasias	disease
22830	22	22	MSH	C17	   Skin and Connective Tissue Diseases	22830	C3506079	Acquired C1 inhibitor deficiency	disease
9260	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9260	C0406299	Chronic prurigo	disease
19271	22	22	MSH	C17	   Skin and Connective Tissue Diseases	19271	C1866994	Ulnar-mammary syndrome	disease
29705	22	22	MSH	C17	   Skin and Connective Tissue Diseases	29705	C4706610	Segmental outgrowth, lipomatosis, arteriovenous malformation, epidermal nevus syndrome	disease
4205	22	22	MSH	C17	   Skin and Connective Tissue Diseases	4205	C0162359	Christ-Siemens-Touraine syndrome	disease
18731	22	22	MSH	C17	   Skin and Connective Tissue Diseases	18731	C1861481	Stickler syndrome, type 3	disease
15995	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15995	C1835851	Ichthyosis with hypotrichosis, autosomal recessive	disease
26400	22	22	MSH	C17	   Skin and Connective Tissue Diseases	26400	C4024859	Progressive hyperpigmentation	phenotype
9265	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9265	C0406344	Follicular ichthyosis	disease
7437	22	22	MSH	C17	   Skin and Connective Tissue Diseases	7437	C0281267	bilateral breast cancer	disease
20521	22	22	MSH	C17	   Skin and Connective Tissue Diseases	20521	C2677349	Epidermolysis Bullosa Simplex With Pyloric Atresia	disease
10083	22	22	MSH	C17	   Skin and Connective Tissue Diseases	10083	C0478084	Other congenital ichthyosis	disease
10084	22	22	MSH	C17	   Skin and Connective Tissue Diseases	10084	C0478085	Other epidermolysis bullosa	disease
2260	22	22	MSH	C17	   Skin and Connective Tissue Diseases	2260	C0029455	Osteopoikilosis (disorder)	disease
6456	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6456	C0268362	Osteogenesis imperfecta type III (disorder)	disease
6459	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6459	C0268371	Epidermolysis Bullosa With Congenital Localized Absence Of Skin And Deformity Of Nails	disease
7196	22	22	MSH	C17	   Skin and Connective Tissue Diseases	7196	C0278601	Inflammatory Breast Carcinoma	disease
249	22	22	MSH	C17	   Skin and Connective Tissue Diseases	249	C0003872	Arthritis, Psoriatic	disease
16697	22	22	MSH	C17	   Skin and Connective Tissue Diseases	16697	C1843004	HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA SYNDROME	disease
8695	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8695	C0346993	Secondary malignant neoplasm of female breast	disease
13579	22	22	MSH	C17	   Skin and Connective Tissue Diseases	13579	C1274743	Hyperhidrosis Palmaris Et Plantaris	disease
29222	22	22	MSH	C17	   Skin and Connective Tissue Diseases	29222	C4551630	Ichthyosis Congenita I	disease
3280	22	22	MSH	C17	   Skin and Connective Tissue Diseases	3280	C0080024	Piebaldism	disease
8605	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8605	C0346037	Acral Lentiginous Malignant Melanoma	disease
29351	22	22	MSH	C17	   Skin and Connective Tissue Diseases	29351	C4552002	WEILL-MARCHESANI SYNDROME 1	disease
31	22	22	MSH	C17	   Skin and Connective Tissue Diseases	31	C0001145	Acne Keloid	disease
8599	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8599	C0346011	Fibrofolliculoma	disease
21320	22	22	MSH	C17	   Skin and Connective Tissue Diseases	21320	C2931093	Osteogenesis imperfecta, type 5	disease
8411	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8411	C0343263	Chondrolysis of articular cartilage	disease
9365	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9365	C0410000	Overlap syndrome	disease
8606	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8606	C0346040	Stage 0 Skin Melanoma	disease
11116	22	22	MSH	C17	   Skin and Connective Tissue Diseases	11116	C0702166	Acne	disease
3907	22	22	MSH	C17	   Skin and Connective Tissue Diseases	3907	C0153687	Secondary malignant neoplasm of skin	disease
15198	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15198	C1567741	Alport Syndrome	disease
7042	22	22	MSH	C17	   Skin and Connective Tissue Diseases	7042	C0276223	Recurrent herpes simplex	disease
6441	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6441	C0268338	Ehlers-Danlos Syndrome, Type IV	disease
5461	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5461	C0240903	Rheumatoid Vasculitis	disease
17627	22	22	MSH	C17	   Skin and Connective Tissue Diseases	17627	C1852146	DERMODISTORTIVE URTICARIA	disease
3550	22	22	MSH	C17	   Skin and Connective Tissue Diseases	3550	C0149777	Abscess of skin AND/OR subcutaneous tissue	phenotype
12590	22	22	MSH	C17	   Skin and Connective Tissue Diseases	12590	C0858681	Vitiligo vulgaris	disease
15200	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15200	C1567743	Alport Syndrome, Autosomal Dominant	disease
8393	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8393	C0343079	Milia, Multiple Eruptive	disease
10303	22	22	MSH	C17	   Skin and Connective Tissue Diseases	10303	C0522624	Subcutaneous panniculitis-like T-cell lymphoma	disease
14415	22	22	MSH	C17	   Skin and Connective Tissue Diseases	14415	C1334807	Mucinous carcinoma of breast	disease
2409	22	22	MSH	C17	   Skin and Connective Tissue Diseases	2409	C0031256	Petechiae	disease
5727	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5727	C0263445	Acne fulminans	disease
1141	22	22	MSH	C17	   Skin and Connective Tissue Diseases	1141	C0016867	Furunculosis	disease
5699	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5699	C0263221	Acute eczema	disease
21556	22	22	MSH	C17	   Skin and Connective Tissue Diseases	21556	C2936827	Focal facial dermal dysplasia	disease
9306	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9306	C0406704	Rudiger syndrome 1	disease
13379	22	22	MSH	C17	   Skin and Connective Tissue Diseases	13379	C1262147	Scleroderma renal crisis	disease
20636	22	22	MSH	C17	   Skin and Connective Tissue Diseases	20636	C2698016	Marfan Syndrome Type II	disease
1786	22	22	MSH	C17	   Skin and Connective Tissue Diseases	1786	C0023801	Lipomatosis	disease
13172	22	22	MSH	C17	   Skin and Connective Tissue Diseases	13172	C1134719	Invasive Ductal Breast Carcinoma	disease
9971	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9971	C0472817	WHIM syndrome	disease
29382	22	22	MSH	C17	   Skin and Connective Tissue Diseases	29382	C4552292	Hereditary angioedema with normal C1 esterase inhibitor	disease
13561	22	22	MSH	C17	   Skin and Connective Tissue Diseases	13561	C1274224	Inherited epidermolysis bullosa	disease
14042	22	22	MSH	C17	   Skin and Connective Tissue Diseases	14042	C1321489	Torre-Muir syndrome	disease
9364	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9364	C0409999	Undifferentiated Connective Tissue Diseases	disease
15594	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15594	C1785148	RAPP-HODGKIN SYNDROME	disease
6082	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6082	C0266006	Pili torti-deafness syndrome	disease
6101	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6101	C0266092	Congenital lip pits	disease
8561	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8561	C0345326	Congenital phimosis	disease
2122	22	22	MSH	C17	   Skin and Connective Tissue Diseases	2122	C0027706	Hereditary nephritis	disease
21330	22	22	MSH	C17	   Skin and Connective Tissue Diseases	21330	C2931123	Keratosis palmoplantaris striata 3	disease
15047	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15047	C1527375	Cystic Breast Disease	disease
5786	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5786	C0264000	Knuckle pads	disease
15405	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15405	C1708350	Hereditary Leiomyomatosis and Renal Cell Cancer	disease
16675	22	22	MSH	C17	   Skin and Connective Tissue Diseases	16675	C1842797	Exfoliative Ichthyosis, Autosomal Recessive, Ichthyosis Bullosa of Siemens-like	disease
318	22	22	MSH	C17	   Skin and Connective Tissue Diseases	318	C0004998	Benign neoplasm of skin	group
10518	22	22	MSH	C17	   Skin and Connective Tissue Diseases	10518	C0549410	Palmar-plantar erythrodysesthesia syndrome	disease
12404	22	22	MSH	C17	   Skin and Connective Tissue Diseases	12404	C0854699	Trichomegaly	phenotype
11071	22	22	MSH	C17	   Skin and Connective Tissue Diseases	11071	C0699893	Skin carcinoma	disease
21342	22	22	MSH	C17	   Skin and Connective Tissue Diseases	21342	C2931185	Neonatal herpes	disease
13590	22	22	MSH	C17	   Skin and Connective Tissue Diseases	13590	C1274933	Drug-Induced Stevens Johnson Syndrome	disease
4699	22	22	MSH	C17	   Skin and Connective Tissue Diseases	4699	C0221199	Abnormal palmar creases	disease
997	22	22	MSH	C17	   Skin and Connective Tissue Diseases	997	C0014799	Erythroderma, Maculopapular	disease
13932	22	22	MSH	C17	   Skin and Connective Tissue Diseases	13932	C1304469	Localized vitiligo	disease
17605	22	22	MSH	C17	   Skin and Connective Tissue Diseases	17605	C1851885	Progressive alopecia	phenotype
13933	22	22	MSH	C17	   Skin and Connective Tissue Diseases	13933	C1304470	Generalized vitiligo	disease
15874	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15874	C1834421	Myxoid subcutaneous tumors	disease
9794	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9794	C0432336	Cutis laxa, recessive, type I	disease
6518	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6518	C0268505	Ocular albinism, type II	disease
20741	22	22	MSH	C17	   Skin and Connective Tissue Diseases	20741	C2721566	Meniscal degeneration	disease
6071	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6071	C0265971	Acrokeratosis Verruciformis of Hopf	disease
4710	22	22	MSH	C17	   Skin and Connective Tissue Diseases	4710	C0221232	Welts	phenotype
1709	22	22	MSH	C17	   Skin and Connective Tissue Diseases	1709	C0023281	Leishmaniasis	disease
6000	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6000	C0265514	Dermatofibrosis lenticularis disseminata	disease
19424	22	22	MSH	C17	   Skin and Connective Tissue Diseases	19424	C1869114	Weill-Marchesani Syndrome, Autosomal Recessive	disease
1711	22	22	MSH	C17	   Skin and Connective Tissue Diseases	1711	C0023288	Infection by Leishmania braziliensis	disease
15588	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15588	C1744559	Congenital ectodermal dysplasia of face	disease
9113	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9113	C0398641	Epstein syndrome (disorder)	disease
10538	22	22	MSH	C17	   Skin and Connective Tissue Diseases	10538	C0553576	Systemic mycosis	disease
9205	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9205	C0403445	Fechtner syndrome (disorder)	disease
4678	22	22	MSH	C17	   Skin and Connective Tissue Diseases	4678	C0221056	Adult type dermatomyositis	disease
18340	22	22	MSH	C17	   Skin and Connective Tissue Diseases	18340	C1858084	STICKLER SYNDROME, TYPE II (disorder)	disease
26665	22	22	MSH	C17	   Skin and Connective Tissue Diseases	26665	C4025295	Elbow hypertrichosis	disease
16370	22	22	MSH	C17	   Skin and Connective Tissue Diseases	16370	C1838577	Cerebral Autosomal Recessive Arteriopathy with Subcortical Infarcts and Leukoencephalopathy	disease
15602	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15602	C1812609	Variola major	disease
10718	22	22	MSH	C17	   Skin and Connective Tissue Diseases	10718	C0578682	Madarosis of eyebrow	disease
26885	22	22	MSH	C17	   Skin and Connective Tissue Diseases	26885	C4025809	Penetrating foot ulcers	disease
11209	22	22	MSH	C17	   Skin and Connective Tissue Diseases	11209	C0740415	Lupus encephalitis	disease
7541	22	22	MSH	C17	   Skin and Connective Tissue Diseases	7541	C0311220	Cutaneous pseudolymphoma	disease
13559	22	22	MSH	C17	   Skin and Connective Tissue Diseases	13559	C1274215	Autosomal recessive ichthyosis	disease
16987	22	22	MSH	C17	   Skin and Connective Tissue Diseases	16987	C1845919	Ectodermal Dysplasia, Anhidrotic, with Immunodeficiency, Osteopetrosis, and Lymphedema	disease
2755	22	22	MSH	C17	   Skin and Connective Tissue Diseases	2755	C0036502	Sebaceous Gland Diseases	group
4204	22	22	MSH	C17	   Skin and Connective Tissue Diseases	4204	C0162351	Contact hypersensitivity	phenotype
6477	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6477	C0268398	Familial lichen amyloidosis	disease
14711	22	22	MSH	C17	   Skin and Connective Tissue Diseases	14711	C1395264	Deep seated dermatophytosis	disease
29368	22	22	MSH	C17	   Skin and Connective Tissue Diseases	29368	C4552092	Dowling-Degos disease 1	disease
5376	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5376	C0239488	Facial erythema	phenotype
18425	22	22	MSH	C17	   Skin and Connective Tissue Diseases	18425	C1858805	Vohwinkel Syndrome, Variant Form	disease
4102	22	22	MSH	C17	   Skin and Connective Tissue Diseases	4102	C0156318	Fibrosclerosis of breast	disease
9263	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9263	C0406322	Psoriasis of nail	disease
5724	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5724	C0263428	Burnett Schwartz Berberian syndrome	disease
7677	22	22	MSH	C17	   Skin and Connective Tissue Diseases	7677	C0334013	Phrynoderma	disease
4739	22	22	MSH	C17	   Skin and Connective Tissue Diseases	4739	C0221347	Acrocyanosis	phenotype
15520	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15520	C1720863	Congenital Generalized Lipodystrophy Type 2	disease
6070	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6070	C0265970	Porokeratosis, Disseminated Superficial Actinic	disease
8310	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8310	C0342684	Ocular albinism, type I	disease
777	22	22	MSH	C17	   Skin and Connective Tissue Diseases	777	C0011615	Dermatitis, Atopic	disease
9071	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9071	C0395886	Cholesteatoma, Congenital	disease
21435	22	22	MSH	C17	   Skin and Connective Tissue Diseases	21435	C2931658	Phacomatosis pigmentokeratotica	disease
5974	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5974	C0265333	Tricho-dento-osseous syndrome (disorder)	disease
3250	22	22	MSH	C17	   Skin and Connective Tissue Diseases	3250	C0079301	Junctional Epidermolysis Bullosa	disease
4709	22	22	MSH	C17	   Skin and Connective Tissue Diseases	4709	C0221228	Comedone	disease
16624	22	22	MSH	C17	   Skin and Connective Tissue Diseases	16624	C1842180	CAPILLARY MALFORMATION-ARTERIOVENOUS MALFORMATION (disorder)	disease
30287	22	22	MSH	C17	   Skin and Connective Tissue Diseases	30287	C4755309	Diffuse palmoplantar keratoderma with painful fissures	disease
2318	22	22	MSH	C17	   Skin and Connective Tissue Diseases	2318	C0030327	Panniculitis, Lupus Erythematosus	disease
15969	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15969	C1835662	Keratosis palmoplantaris papulosa	disease
6074	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6074	C0265979	Fibrous Hamartoma of Infancy	disease
6437	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6437	C0268328	Porphobilinogen synthase deficiency	disease
8388	22	22	MSH	C17	   Skin and Connective Tissue Diseases	8388	C0343055	Generalized pustular psoriasis	disease
15236	22	22	MSH	C17	   Skin and Connective Tissue Diseases	15236	C1610605	Graft versus host disease in skin	disease
6369	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6369	C0268136	Xeroderma pigmentosum, group B	disease
5723	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5723	C0263421	Acrodermatitis atrophicans chronica	disease
2420	22	22	MSH	C17	   Skin and Connective Tissue Diseases	2420	C0031557	Phlegmon	phenotype
5564	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5564	C0242380	Libman-Sacks Disease	disease
451	22	22	MSH	C17	   Skin and Connective Tissue Diseases	451	C0007104	Female Breast Carcinoma	disease
2205	22	22	MSH	C17	   Skin and Connective Tissue Diseases	2205	C0029001	Onchocerciasis	disease
6511	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6511	C0268494	Oculocutaneous albinism type 1	disease
6510	22	22	MSH	C17	   Skin and Connective Tissue Diseases	6510	C0268493	Ochronotic arthritis	disease
26227	22	22	MSH	C17	   Skin and Connective Tissue Diseases	26227	C4024276	Peripheral Schwannoma	disease
5734	22	22	MSH	C17	   Skin and Connective Tissue Diseases	5734	C0263489	Pili annulati	disease
3488	22	22	MSH	C17	   Skin and Connective Tissue Diseases	3488	C0086652	Mucopolysaccharidosis type IVB	disease
3005	22	22	MSH	C17	   Skin and Connective Tissue Diseases	3005	C0040213	Tietze's Syndrome	disease
9778	22	22	MSH	C17	   Skin and Connective Tissue Diseases	9778	C0432291	Mandibuloacral dysostosis	disease
17023	22	22	MSH	C17	   Skin and Connective Tissue Diseases	17023	C1846242	Alport Syndrome, Mental Retardation, Midface Hypoplasia, and Elliptocytosis	disease
